N,TempReal,dcPWM
5037,30.4,17
5038,30.6,17
5039,30.7,17
5040,30.3,17
5041,31.0,17
5042,30.4,17
5043,30.5,17
5044,29.6,17
5045,29.8,17
5046,30.9,17
5047,30.5,17
5048,30.5,17
5049,30.6,17
5050,30.4,17
5051,30.4,17
5052,30.5,17
5053,30.5,17
5054,30.6,17
5055,29.9,17
5056,30.4,17
5057,30.2,17
5058,30.3,17
5059,30.2,17
5060,30.2,17
5061,29.9,17
5062,29.9,17
5063,30.3,17
5064,30.6,17
5065,29.8,17
5066,30.6,17
5067,30.6,17
5068,30.3,17
5069,30.3,17
5070,30.0,17
5071,30.3,17
5072,30.4,17
5073,30.0,17
5074,30.5,17
5075,30.3,17
5076,30.1,17
5077,30.1,17
5078,29.9,17
5079,30.2,17
5080,30.4,17
5081,28.9,17
5082,30.4,17
5083,30.5,17
5084,30.4,17
5085,30.4,17
5086,30.2,17
5087,30.1,17
5088,30.3,17
5089,30.3,17
5090,30.0,17
5091,30.0,17
5092,29.9,17
5093,29.1,17
5094,30.0,17
5095,30.2,17
5096,30.1,17
5097,30.2,17
5098,29.9,17
5099,29.8,17
5100,30.2,17
5101,29.9,17
5102,30.2,17
5103,29.9,17
5104,30.1,17
5105,30.1,17
5106,30.3,17
5107,30.0,17
5108,30.1,17
5109,30.0,17
5110,30.0,17
5111,30.0,17
5112,30.1,17
5113,30.0,17
5114,30.1,17
5115,29.9,17
5116,29.7,17
5117,30.3,17
5118,30.2,17
5119,30.0,17
5120,29.9,17
5121,30.1,17
5122,30.1,17
5123,30.3,17
5124,30.1,17
5125,30.5,17
5126,30.1,17
5127,29.9,17
5128,29.8,17
5129,30.2,17
5130,29.8,17
5131,30.2,17
5132,29.3,17
5133,30.2,17
5134,29.9,17
5135,30.1,17
5136,29.4,17
5137,30.2,17
5138,29.9,17
5139,28.6,17
5140,30.1,17
5141,30.1,17
5142,30.2,17
5143,30.3,17
5144,30.1,17
5145,30.1,17
5146,29.9,17
5147,30.0,17
5148,30.3,17
5149,29.7,17
5150,30.0,17
5151,29.9,17
5152,30.2,17
5153,30.1,17
5154,30.0,17
5155,31.7,17
5156,30.0,17
5157,30.0,17
5158,30.5,17
5159,29.9,17
5160,29.9,17
5161,30.4,17
5162,30.0,17
5163,30.1,17
5164,29.8,17
5165,29.8,17
5166,30.1,17
5167,29.7,17
5168,29.8,17
5169,29.6,17
5170,29.5,17
5171,29.1,17
5172,29.3,17
5173,29.6,17
5174,29.4,17
5175,29.7,17
5176,29.4,17
5177,29.4,17
5178,29.5,17
5179,29.2,17
5180,29.3,17
5181,29.3,17
5182,29.4,17
5183,29.4,17
5184,29.3,17
5185,29.2,17
5186,29.1,17
5187,29.1,17
5188,29.2,47
5189,29.1,47
5190,28.9,47
5191,28.7,47
5192,28.1,47
5193,28.5,47
5194,28.7,47
5195,29.1,47
5196,28.6,47
5197,28.5,47
5198,28.7,47
5199,28.1,47
5200,28.3,47
5201,28.2,47
5202,28.2,47
5203,28.3,47
5204,28.2,47
5205,28.1,47
5206,28.4,47
5207,28.2,47
5208,28.3,47
5209,28.2,47
5210,28.5,47
5211,28.3,47
5212,28.4,47
5213,28.3,47
5214,28.4,47
5215,28.1,47
5216,29.0,47
5217,28.7,47
5218,28.3,47
5219,28.6,47
5220,28.7,47
5221,28.6,47
5222,28.8,47
5223,28.7,47
5224,28.9,47
5225,28.7,47
5226,28.7,47
5227,29.1,47
5228,28.8,47
5229,29.1,47
5230,28.9,47
5231,29.3,47
5232,29.1,47
5233,29.4,47
5234,29.2,47
5235,29.4,47
5236,30.1,47
5237,29.5,47
5238,29.9,47
5239,30.8,47
5240,29.6,47
5241,30.1,47
5242,29.9,47
5243,29.8,47
5244,30.4,47
5245,32.0,47
5246,29.0,47
5247,30.8,47
5248,30.9,47
5249,31.0,47
5250,30.9,47
5251,30.7,47
5252,30.8,47
5253,30.8,47
5254,31.0,47
5255,31.0,47
5256,30.8,47
5257,31.2,47
5258,31.1,47
5259,31.6,47
5260,31.6,47
5261,31.8,47
5262,31.8,47
5263,32.1,47
5264,32.0,47
5265,31.9,47
5266,32.0,47
5267,32.0,47
5268,32.2,47
5269,31.9,47
5270,32.0,47
5271,32.1,47
5272,32.0,47
5273,32.2,47
5274,32.1,47
5275,32.6,47
5276,32.7,47
5277,32.4,47
5278,32.6,47
5279,33.0,47
5280,32.5,47
5281,33.4,47
5282,33.3,47
5283,33.9,47
5284,33.4,47
5285,33.2,47
5286,33.5,47
5287,33.6,47
5288,33.6,47
5289,33.4,47
5290,33.5,47
5291,33.7,47
5292,33.4,47
5293,33.7,47
5294,34.0,47
5295,33.8,47
5296,33.9,47
5297,34.5,47
5298,34.2,47
5299,34.8,47
5300,34.5,47
5301,34.8,47
5302,34.8,47
5303,34.9,47
5304,35.0,47
5305,35.1,47
5306,35.1,47
5307,34.0,47
5308,35.6,47
5309,35.1,47
5310,35.3,47
5311,35.6,47
5312,35.1,47
5313,36.0,47
5314,36.2,47
5315,36.1,47
5316,36.0,47
5317,35.9,47
5318,36.6,47
5319,36.2,47
5320,36.4,47
5321,36.5,47
5322,36.1,47
5323,36.5,47
5324,36.4,47
5325,36.0,47
5326,37.1,47
5327,36.8,47
5328,35.8,47
5329,37.3,47
5330,37.4,47
5331,37.9,47
5332,37.4,47
5333,37.3,47
5334,38.0,47
5335,37.6,47
5336,38.2,47
5337,37.6,47
5338,38.2,47
5339,38.1,47
5340,38.3,47
5341,38.3,47
5342,38.4,47
5343,38.5,47
5344,38.5,47
5345,38.4,47
5346,38.5,47
5347,38.4,47
5348,38.6,47
5349,38.8,47
5350,38.7,47
5351,38.7,47
5352,38.7,47
5353,38.8,47
5354,38.5,47
5355,38.9,47
5356,39.0,47
5357,38.9,47
5358,38.9,47
5359,39.0,47
5360,38.7,47
5361,39.0,47
5362,39.8,47
5363,39.2,47
5364,39.3,47
5365,39.2,47
5366,39.4,47
5367,39.0,47
5368,39.5,47
5369,39.2,47
5370,38.9,47
5371,39.1,47
5372,39.0,47
5373,39.7,47
5374,39.3,47
5375,39.2,47
5376,39.2,47
5377,39.3,47
5378,39.3,47
5379,39.4,47
5380,39.8,47
5381,39.7,47
5382,39.5,47
5383,39.7,47
5384,40.0,47
5385,39.9,47
5386,39.5,47
5387,39.8,47
5388,39.9,47
5389,39.6,47
5390,39.6,47
5391,40.0,47
5392,39.8,47
5393,41.0,47
5394,40.3,47
5395,40.7,47
5396,41.0,47
5397,41.0,47
5398,41.0,47
5399,41.1,47
5400,41.1,47
5401,41.0,47
5402,41.3,47
5403,41.5,47
5404,41.2,47
5405,42.2,47
5406,41.7,47
5407,42.1,47
5408,42.3,47
5409,42.4,47
5410,42.6,47
5411,42.7,47
5412,41.9,47
5413,42.5,47
5414,42.7,17
5415,43.6,17
5416,42.5,17
5417,42.7,17
5418,43.0,17
5419,42.8,17
5420,42.6,17
5421,42.9,17
5422,43.0,17
5423,42.8,17
5424,42.6,17
5425,43.0,17
5426,43.0,17
5427,43.1,17
5428,42.6,17
5429,43.2,17
5430,42.8,17
5431,42.8,17
5432,43.2,17
5433,43.0,17
5434,42.8,17
5435,43.0,17
5436,43.0,17
5437,42.9,17
5438,42.8,17
5439,42.7,17
5440,43.0,17
5441,42.8,17
5442,42.5,17
5443,42.9,17
5444,43.3,17
5445,42.6,17
5446,42.6,17
5447,42.8,17
5448,42.5,17
5449,42.5,17
5450,42.7,17
5451,42.4,17
5452,42.8,17
5453,41.4,17
5454,42.3,17
5455,42.4,17
5456,42.5,17
5457,42.1,17
5458,42.3,17
5459,42.5,17
5460,42.1,17
5461,42.3,17
5462,42.1,17
5463,42.1,17
5464,42.2,17
5465,42.2,17
5466,42.0,17
5467,41.7,17
5468,42.3,17
5469,41.7,17
5470,41.4,17
5471,41.9,17
5472,41.6,17
5473,41.3,17
5474,41.4,17
5475,41.2,17
5476,41.2,17
5477,41.3,17
5478,41.0,17
5479,40.9,17
5480,41.0,17
5481,40.8,17
5482,41.1,17
5483,40.6,17
5484,40.5,17
5485,40.2,17
5486,40.2,17
5487,40.1,17
5488,39.8,17
5489,39.7,17
5490,39.6,17
5491,38.5,17
5492,39.1,17
5493,39.2,17
5494,39.6,17
5495,39.4,17
5496,39.0,17
5497,39.1,17
5498,39.7,17
5499,38.7,17
5500,39.0,17
5501,38.5,17
5502,38.8,17
5503,38.5,17
5504,38.5,17
5505,38.5,17
5506,38.8,17
5507,38.6,17
5508,38.5,17
5509,37.9,17
5510,37.7,17
5511,38.4,17
5512,37.6,17
5513,37.7,17
5514,37.7,17
5515,37.2,17
5516,37.5,17
5517,37.3,17
5518,37.1,17
5519,37.4,17
5520,37.3,17
5521,37.1,17
5522,37.3,17
5523,36.8,17
5524,36.7,17
5525,36.9,17
5526,36.8,17
5527,36.6,17
5528,36.5,17
5529,36.1,17
5530,36.3,17
5531,36.0,17
5532,35.9,17
5533,36.0,17
5534,36.1,17
5535,36.1,17
5536,35.5,17
5537,35.9,17
5538,36.0,17
5539,36.9,17
5540,35.7,17
5541,35.8,17
5542,35.4,17
5543,35.4,17
5544,35.4,17
5545,35.8,17
5546,35.2,17
5547,35.2,17
5548,35.1,17
5549,34.7,17
5550,34.7,17
5551,35.1,17
5552,34.6,17
5553,34.7,17
5554,34.4,17
5555,34.5,17
5556,34.7,17
5557,34.6,17
5558,34.9,17
5559,34.9,17
5560,34.8,17
5561,35.2,17
5562,35.0,17
5563,34.5,17
5564,34.8,17
5565,34.7,17
5566,34.5,17
5567,34.8,17
5568,34.7,17
5569,34.5,17
5570,35.1,17
5571,34.8,17
5572,34.8,17
5573,35.8,17
5574,35.0,17
5575,34.6,17
5576,35.1,17
5577,34.8,17
5578,34.6,17
5579,35.1,17
5580,34.7,17
5581,34.6,17
5582,34.7,17
5583,34.6,17
5584,34.6,17
5585,34.7,17
5586,34.7,17
5587,33.8,17
5588,34.2,17
5589,33.3,17
5590,34.2,17
5591,34.7,17
5592,35.3,17
5593,34.1,17
5594,34.5,17
5595,34.4,17
5596,34.2,17
5597,34.1,17
5598,34.2,17
5599,34.1,17
5600,34.1,17
5601,33.9,17
5602,33.9,17
5603,34.1,17
5604,34.2,17
5605,33.8,17
5606,33.8,17
5607,34.4,17
5608,34.1,17
5609,34.0,17
5610,34.6,17
5611,34.2,17
5612,34.1,17
5613,34.1,17
5614,34.1,17
5615,34.1,17
5616,33.7,17
5617,34.1,17
5618,33.9,17
5619,34.2,17
5620,33.9,17
5621,33.7,17
5622,33.8,17
5623,34.1,17
5624,34.3,17
5625,33.9,17
5626,33.9,17
5627,33.6,17
5628,33.6,17
5629,34.0,17
5630,33.6,17
5631,33.7,17
5632,33.1,17
5633,33.2,17
5634,33.5,17
5635,33.6,17
5636,33.6,17
5637,33.3,17
5638,33.9,17
5639,33.7,17
5640,33.8,47
5641,33.9,47
5642,33.9,47
5643,33.4,47
5644,33.7,47
5645,33.3,47
5646,33.5,47
5647,34.0,47
5648,33.3,47
5649,33.2,47
5650,33.6,47
5651,32.8,47
5652,33.5,47
5653,33.6,47
5654,33.2,47
5655,33.4,47
5656,33.5,47
5657,33.5,47
5658,33.2,47
5659,33.4,47
5660,33.2,47
5661,33.3,47
5662,33.4,47
5663,32.8,47
5664,33.3,47
5665,33.3,47
5666,33.5,47
5667,33.3,47
5668,33.5,47
5669,33.1,47
5670,33.2,47
5671,32.9,47
5672,33.4,47
5673,33.3,47
5674,33.3,47
5675,33.6,47
5676,33.3,47
5677,33.3,47
5678,33.3,47
5679,33.3,47
5680,33.5,47
5681,33.5,47
5682,33.3,47
5683,33.3,47
5684,33.4,47
5685,33.3,47
5686,33.6,47
5687,33.6,47
5688,33.5,47
5689,33.4,47
5690,33.6,47
5691,33.2,47
5692,33.7,47
5693,33.6,47
5694,33.7,47
5695,33.1,47
5696,33.8,47
5697,33.7,47
5698,33.1,47
5699,34.0,47
5700,33.8,47
5701,33.6,47
5702,34.1,47
5703,34.0,47
5704,35.2,47
5705,33.5,47
5706,34.7,47
5707,34.6,47
5708,34.5,47
5709,34.7,47
5710,34.9,47
5711,35.0,47
5712,35.3,47
5713,35.0,47
5714,34.8,47
5715,34.9,47
5716,34.9,47
5717,35.3,47
5718,34.6,47
5719,35.1,47
5720,35.1,47
5721,36.4,47
5722,35.0,47
5723,35.6,47
5724,35.2,47
5725,35.5,47
5726,35.4,47
5727,35.3,47
5728,35.2,47
5729,35.7,47
5730,35.7,47
5731,35.8,47
5732,35.1,47
5733,36.0,47
5734,36.2,47
5735,36.1,47
5736,36.1,47
5737,35.9,47
5738,36.1,47
5739,35.8,47
5740,36.3,47
5741,35.8,47
5742,36.0,47
5743,36.1,47
5744,36.5,47
5745,36.3,47
5746,36.5,47
5747,36.3,47
5748,36.5,47
5749,36.5,47
5750,36.9,47
5751,36.7,47
5752,37.0,47
5753,36.9,17
5754,37.0,17
5755,37.1,17
5756,37.4,17
5757,36.7,17
5758,37.2,17
5759,37.5,17
5760,37.3,17
5761,37.4,17
5762,37.3,17
5763,37.5,17
5764,37.4,17
5765,37.5,17
5766,37.7,17
5767,37.7,17
5768,37.6,17
5769,37.7,17
5770,37.7,17
5771,37.5,17
5772,37.8,17
5773,37.8,17
5774,37.9,17
5775,37.8,17
5776,37.7,17
5777,37.6,17
5778,38.5,17
5779,36.9,17
5780,37.8,17
5781,37.7,17
5782,37.4,17
5783,37.6,17
5784,37.4,17
5785,37.5,17
5786,37.2,17
5787,37.2,17
5788,37.7,17
5789,37.0,17
5790,37.0,17
5791,37.0,17
5792,36.8,17
5793,36.5,17
5794,36.2,17
5795,36.0,17
5796,34.6,17
5797,35.4,17
5798,35.5,17
5799,35.1,17
5800,35.1,17
5801,34.8,17
5802,34.4,17
5803,34.4,17
5804,34.2,17
5805,34.2,17
5806,33.8,17
5807,33.6,17
5808,33.4,17
5809,33.5,17
5810,33.0,17
5811,33.4,17
5812,33.3,17
5813,32.6,17
5814,32.6,17
5815,32.6,17
5816,32.1,17
5817,32.2,17
5818,32.4,17
5819,32.3,17
5820,31.8,17
5821,31.8,17
5822,31.5,17
5823,31.0,17
5824,31.3,17
5825,31.0,17
5826,30.6,17
5827,30.7,17
5828,30.5,17
5829,30.7,17
5830,30.4,17
5831,29.9,17
5832,30.5,17
5833,30.1,17
5834,29.7,17
5835,30.1,17
5836,29.5,17
5837,29.4,17
5838,29.5,17
5839,29.3,17
5840,29.0,17
5841,28.8,17
5842,28.7,17
5843,28.4,17
5844,28.7,17
5845,28.1,17
5846,28.2,17
5847,28.2,17
5848,28.3,17
5849,28.3,17
5850,28.4,17
5851,28.2,17
5852,27.9,17
5853,27.7,17
5854,26.9,17
5855,26.7,17
5856,27.0,17
5857,27.0,17
5858,27.1,17
5859,27.0,17
5860,26.7,17
5861,27.0,17
5862,26.8,17
5863,26.7,17
5864,26.3,17
5865,25.6,17
5866,26.1,17
5867,26.5,17
5868,25.9,17
5869,26.0,17
5870,25.9,17
5871,26.1,17
5872,25.8,17
5873,25.9,17
5874,25.6,17
5875,25.7,17
5876,25.9,17
5877,25.5,17
5878,25.8,17
5879,25.9,17
5880,25.6,17
5881,25.6,17
5882,25.7,17
5883,25.5,17
5884,25.7,17
5885,25.6,17
5886,25.6,17
5887,25.8,17
5888,25.6,17
5889,25.7,17
5890,25.6,17
5891,25.6,17
5892,25.7,17
5893,24.0,17
5894,25.5,17
5895,25.4,17
5896,24.1,17
5897,25.2,17
5898,25.3,17
5899,25.9,17
5900,25.5,17
5901,25.3,17
5902,25.5,17
5903,25.6,17
5904,25.3,17
5905,25.2,17
5906,25.3,17
5907,25.8,17
5908,24.8,17
5909,25.1,17
5910,25.4,17
5911,25.2,17
5912,25.1,17
5913,25.1,17
5914,25.0,17
5915,25.0,17
5916,25.0,17
5917,24.9,17
5918,24.8,17
5919,25.1,17
5920,24.9,17
5921,24.4,17
5922,24.9,17
5923,25.1,17
5924,24.9,17
5925,24.7,17
5926,24.7,17
5927,24.4,17
5928,25.0,17
5929,24.8,17
5930,24.7,17
5931,24.7,17
5932,24.5,17
5933,24.9,17
5934,24.8,17
5935,24.7,17
5936,24.7,17
5937,24.5,17
5938,24.6,17
5939,24.7,17
5940,24.9,17
5941,24.1,17
5942,24.7,17
5943,24.2,17
5944,24.9,17
5945,24.3,17
5946,24.7,17
5947,24.7,17
5948,24.6,17
5949,24.8,17
5950,24.7,17
5951,24.6,17
5952,24.9,17
5953,24.7,17
5954,24.7,17
5955,24.6,17
5956,24.6,17
5957,24.8,17
5958,24.4,17
5959,24.6,17
5960,25.5,17
5961,24.9,17
5962,24.8,17
5963,25.0,17
5964,24.4,17
5965,24.7,17
5966,25.0,17
5967,24.7,17
5968,24.8,17
5969,24.9,17
5970,25.0,17
5971,25.0,17
5972,24.9,17
5973,24.6,17
5974,24.5,17
5975,24.7,17
5976,24.7,17
5977,24.7,17
5978,24.6,17
5979,24.6,47
5980,25.1,47
5981,24.7,47
5982,24.6,47
5983,24.8,47
5984,24.9,47
5985,24.9,47
5986,24.3,47
5987,25.0,47
5988,25.0,47
5989,24.8,47
5990,24.7,47
5991,25.3,47
5992,25.1,47
5993,25.0,47
5994,25.0,47
5995,24.8,47
5996,24.8,47
5997,25.0,47
5998,25.0,47
5999,24.9,47
6000,24.8,47
6001,25.2,47
6002,24.9,47
6003,24.9,47
6004,23.9,47
6005,25.2,47
6006,24.9,47
6007,25.6,47
6008,24.9,47
6009,25.2,47
6010,25.1,47
6011,25.4,47
6012,25.2,47
6013,25.3,47
6014,25.3,47
6015,26.5,47
6016,26.4,47
6017,25.7,47
6018,25.8,47
6019,25.4,47
6020,25.6,47
6021,25.4,47
6022,25.4,47
6023,25.5,47
6024,25.6,47
6025,25.6,47
6026,25.7,47
6027,25.6,47
6028,25.7,47
6029,25.7,47
6030,25.4,47
6031,25.9,47
6032,25.2,47
6033,25.8,47
6034,25.6,47
6035,25.7,47
6036,25.8,47
6037,25.6,47
6038,25.8,47
6039,26.0,47
6040,26.0,47
6041,26.2,47
6042,25.8,47
6043,26.0,47
6044,26.1,47
6045,25.9,47
6046,26.5,47
6047,26.3,47
6048,26.0,47
6049,26.2,47
6050,26.4,47
6051,26.2,47
6052,25.9,47
6053,26.0,47
6054,25.9,47
6055,26.4,47
6056,26.6,47
6057,26.7,47
6058,26.7,47
6059,26.7,47
6060,25.8,47
6061,26.5,47
6062,26.7,47
6063,26.4,47
6064,26.7,47
6065,26.9,47
6066,26.9,47
6067,27.0,47
6068,26.8,47
6069,26.5,47
6070,25.9,47
6071,26.8,47
6072,26.2,47
6073,28.5,47
6074,26.9,47
6075,26.2,47
6076,26.8,47
6077,26.9,47
6078,27.7,47
6079,28.2,47
6080,26.9,47
6081,28.1,47
6082,27.8,47
6083,26.6,47
6084,28.3,47
6085,28.4,47
6086,28.2,47
6087,28.2,47
6088,27.5,47
6089,27.8,47
6090,28.3,47
6091,28.4,47
6092,28.2,17
6093,28.3,17
6094,28.3,17
6095,28.2,17
6096,28.2,17
6097,28.3,17
6098,28.4,17
6099,28.9,17
6100,28.5,17
6101,28.8,17
6102,28.7,17
6103,28.4,17
6104,29.0,17
6105,28.9,17
6106,29.0,17
6107,29.0,17
6108,28.8,17
6109,29.0,17
6110,28.9,17
6111,29.2,17
6112,29.3,17
6113,28.9,17
6114,29.1,17
6115,29.1,17
6116,29.4,17
6117,29.6,17
6118,29.4,17
6119,29.4,17
6120,29.5,17
6121,29.6,17
6122,29.2,17
6123,29.4,17
6124,29.4,17
6125,29.3,17
6126,29.3,17
6127,29.6,17
6128,29.9,17
6129,29.1,17
6130,29.6,17
6131,29.5,17
6132,29.4,17
6133,29.4,17
6134,30.5,17
6135,29.6,17
6136,29.4,17
6137,28.3,17
6138,29.6,17
6139,29.5,17
6140,29.4,17
6141,29.3,17
6142,29.8,17
6143,29.8,17
6144,29.5,17
6145,28.3,17
6146,30.2,17
6147,29.6,17
6148,29.7,17
6149,29.9,17
6150,29.6,17
6151,29.7,17
6152,29.5,17
6153,29.7,17
6154,29.5,17
6155,29.5,17
6156,29.7,17
6157,29.7,17
6158,30.7,17
6159,29.6,17
6160,29.6,17
6161,29.5,17
6162,29.8,17
6163,29.7,17
6164,29.9,17
6165,29.6,17
6166,29.9,17
6167,30.7,17
6168,29.7,17
6169,29.4,17
6170,30.0,17
6171,29.6,17
6172,29.7,17
6173,29.7,17
6174,29.5,17
6175,29.8,17
6176,29.7,17
6177,29.7,17
6178,29.7,17
6179,29.6,17
6180,29.7,17
6181,29.5,17
6182,29.8,17
6183,29.6,17
6184,29.8,17
6185,29.4,17
6186,29.4,17
6187,29.5,17
6188,29.6,17
6189,29.6,17
6190,29.3,17
6191,29.8,17
6192,29.6,17
6193,29.7,17
6194,29.6,17
6195,29.6,17
6196,29.4,17
6197,29.6,17
6198,29.7,17
6199,29.4,17
6200,29.5,17
6201,29.7,17
6202,29.3,17
6203,29.7,17
6204,29.6,47
6205,29.6,47
6206,29.5,47
6207,29.5,47
6208,29.5,47
6209,29.4,47
6210,29.8,47
6211,29.1,47
6212,29.1,47
6213,30.4,47
6214,29.5,47
6215,29.4,47
6216,29.3,47
6217,29.5,47
6218,29.4,47
6219,28.7,47
6220,28.8,47
6221,29.5,47
6222,28.7,47
6223,29.4,47
6224,29.7,47
6225,29.3,47
6226,29.4,47
6227,29.6,47
6228,29.7,47
6229,29.3,47
6230,29.3,47
6231,29.7,47
6232,29.2,47
6233,29.6,47
6234,29.6,47
6235,29.7,47
6236,29.5,47
6237,29.7,47
6238,29.7,47
6239,29.6,47
6240,29.9,47
6241,29.8,47
6242,29.9,47
6243,29.7,47
6244,29.9,47
6245,29.9,47
6246,30.1,47
6247,30.1,47
6248,30.2,47
6249,30.1,47
6250,30.3,47
6251,30.0,47
6252,30.4,47
6253,30.1,47
6254,30.0,47
6255,30.4,47
6256,30.4,47
6257,30.8,47
6258,30.4,47
6259,30.5,47
6260,30.8,47
6261,30.8,47
6262,30.5,47
6263,30.7,47
6264,30.9,47
6265,30.9,47
6266,31.0,47
6267,30.3,47
6268,30.8,47
6269,31.0,47
6270,31.1,47
6271,30.9,47
6272,31.1,47
6273,31.0,47
6274,30.6,47
6275,31.2,47
6276,31.3,47
6277,31.2,47
6278,31.3,47
6279,31.5,47
6280,31.4,47
6281,31.3,47
6282,31.3,47
6283,31.6,47
6284,31.6,47
6285,31.8,47
6286,31.9,47
6287,31.8,47
6288,31.9,47
6289,31.6,47
6290,32.0,47
6291,32.2,47
6292,32.2,47
6293,32.1,47
6294,32.5,47
6295,32.4,47
6296,32.4,47
6297,32.0,47
6298,32.3,47
6299,32.6,47
6300,32.1,47
6301,31.7,47
6302,32.7,47
6303,32.7,47
6304,32.8,47
6305,33.0,47
6306,34.0,47
6307,32.9,47
6308,33.0,47
6309,33.3,47
6310,33.2,47
6311,32.9,47
6312,33.1,47
6313,33.5,47
6314,33.4,47
6315,33.6,47
6316,33.5,47
6317,33.2,17
6318,34.3,17
6319,33.3,17
6320,33.5,17
6321,34.3,17
6322,34.0,17
6323,34.0,17
6324,34.1,17
6325,34.0,17
6326,34.0,17
6327,34.3,17
6328,34.3,17
6329,34.1,17
6330,34.5,17
6331,34.2,17
6332,34.3,17
6333,34.1,17
6334,34.2,17
6335,34.3,17
6336,34.4,17
6337,34.6,17
6338,34.7,17
6339,34.8,17
6340,34.5,17
6341,34.8,17
6342,34.8,17
6343,34.7,17
6344,34.6,17
6345,34.7,17
6346,34.5,17
6347,34.7,17
6348,34.7,17
6349,34.4,17
6350,34.8,17
6351,34.4,17
6352,34.6,17
6353,34.8,17
6354,34.8,17
6355,35.7,17
6356,34.6,17
6357,34.6,17
6358,34.5,17
6359,35.1,17
6360,34.9,17
6361,33.7,17
6362,34.4,17
6363,34.7,17
6364,35.1,17
6365,34.7,17
6366,34.8,17
6367,34.9,17
6368,34.8,17
6369,34.4,17
6370,34.9,17
6371,34.8,17
6372,34.6,17
6373,35.1,17
6374,34.8,17
6375,34.5,17
6376,34.6,17
6377,34.2,17
6378,34.2,17
6379,34.2,17
6380,34.8,17
6381,34.3,17
6382,34.3,17
6383,34.0,17
6384,34.3,17
6385,35.2,17
6386,34.4,17
6387,33.9,17
6388,34.3,17
6389,33.9,17
6390,33.8,17
6391,34.2,17
6392,33.8,17
6393,33.9,17
6394,33.8,17
6395,33.8,17
6396,33.9,17
6397,34.1,17
6398,33.8,17
6399,34.0,17
6400,33.5,17
6401,33.9,17
6402,33.6,17
6403,33.4,17
6404,33.7,17
6405,33.4,17
6406,33.5,17
6407,33.3,17
6408,33.4,17
6409,33.0,17
6410,33.4,17
6411,33.4,17
6412,33.6,17
6413,33.6,17
6414,33.5,17
6415,34.4,17
6416,33.1,17
6417,33.3,17
6418,33.2,17
6419,33.3,17
6420,33.3,17
6421,33.4,17
6422,33.6,17
6423,33.2,17
6424,33.0,17
6425,33.5,17
6426,33.0,17
6427,33.6,17
6428,33.0,17
6429,33.5,17
6430,32.9,47
6431,33.3,47
6432,32.8,47
6433,33.1,47
6434,32.7,47
6435,31.9,47
6436,32.6,47
6437,32.5,47
6438,32.7,47
6439,32.6,47
6440,31.4,47
6441,32.4,47
6442,32.5,47
6443,32.8,47
6444,32.6,47
6445,31.7,47
6446,32.1,47
6447,31.7,47
6448,32.4,47
6449,32.3,47
6450,32.3,47
6451,31.9,47
6452,33.2,47
6453,32.4,47
6454,35.1,47
6455,32.5,47
6456,32.7,47
6457,32.7,47
6458,32.1,47
6459,32.7,47
6460,32.3,47
6461,32.5,47
6462,32.5,47
6463,32.3,47
6464,32.5,47
6465,32.8,47
6466,31.9,47
6467,32.6,47
6468,32.5,47
6469,32.6,47
6470,32.7,47
6471,33.8,47
6472,32.7,47
6473,33.0,47
6474,33.2,47
6475,33.0,47
6476,33.3,47
6477,33.5,47
6478,33.1,47
6479,33.2,47
6480,33.4,47
6481,33.4,47
6482,33.5,47
6483,33.4,47
6484,33.7,47
6485,33.5,47
6486,33.5,47
6487,33.8,47
6488,33.9,47
6489,34.0,47
6490,33.2,47
6491,34.0,47
6492,33.8,47
6493,33.8,47
6494,34.2,47
6495,34.4,47
6496,33.3,47
6497,34.1,47
6498,34.4,47
6499,34.3,47
6500,34.5,47
6501,34.8,47
6502,34.7,47
6503,34.7,47
6504,34.7,47
6505,35.2,47
6506,35.2,47
6507,35.2,47
6508,35.0,47
6509,35.5,47
6510,35.5,47
6511,35.2,47
6512,35.8,47
6513,35.8,47
6514,35.8,47
6515,35.7,47
6516,36.1,47
6517,36.1,47
6518,35.9,47
6519,35.9,47
6520,36.0,47
6521,36.1,47
6522,36.3,47
6523,36.0,47
6524,36.4,47
6525,36.1,47
6526,36.3,47
6527,36.6,47
6528,36.2,47
6529,36.8,47
6530,36.9,47
6531,37.0,47
6532,36.7,47
6533,37.0,47
6534,37.0,47
6535,37.3,47
6536,37.0,47
6537,37.7,47
6538,37.2,47
6539,37.0,47
6540,37.5,47
6541,37.1,47
6542,37.5,47
6543,37.3,47
6544,37.4,47
6545,37.6,47
6546,37.2,47
6547,37.6,47
6548,37.5,47
6549,37.8,47
6550,37.9,47
6551,37.8,47
6552,37.9,47
6553,37.8,47
6554,37.9,47
6555,38.2,47
6556,38.3,47
6557,38.1,47
6558,38.4,47
6559,38.0,47
6560,38.1,47
6561,39.0,47
6562,37.4,47
6563,38.6,47
6564,38.9,47
6565,38.1,47
6566,38.0,47
6567,38.6,47
6568,38.6,47
6569,38.7,47
6570,38.8,47
6571,38.9,47
6572,38.9,47
6573,39.2,47
6574,39.2,47
6575,38.9,47
6576,39.2,47
6577,39.2,47
6578,38.8,47
6579,39.3,47
6580,39.2,47
6581,39.7,47
6582,39.5,47
6583,39.7,47
6584,38.7,47
6585,39.8,47
6586,39.7,47
6587,39.9,47
6588,39.9,47
6589,39.8,47
6590,39.6,47
