N,TempReal,dcPWM
15832,57.8,17
15833,58.1,17
15834,58.5,17
15835,58.9,17
15836,59.2,17
15837,59.5,17
15838,59.5,17
15839,59.6,17
15840,60.0,17
15841,59.6,17
15842,60.8,17
15843,61.6,17
15844,62.4,17
15845,63.3,17
15846,62.9,17
15847,63.5,17
15848,63.8,17
15849,64.0,17
15850,64.3,17
15851,65.4,17
15852,65.0,17
15853,66.3,17
15854,66.4,17
15855,67.2,17
15856,70.6,17
15857,73.8,17
15858,74.3,17
15859,75.8,17
15860,76.1,17
15861,75.9,17
15862,76.3,17
15863,76.2,17
15864,76.1,17
15865,76.5,17
15866,76.5,17
15867,76.8,17
15868,76.2,17
15869,76.9,17
15870,75.5,17
15871,76.4,17
15872,76.5,17
15873,76.7,17
15874,76.7,17
15875,77.1,17
15876,76.4,17
15877,76.9,17
15878,77.0,17
15879,76.8,17
15880,77.2,17
15881,77.3,17
15882,77.2,17
15883,77.1,17
15884,77.3,17
15885,77.3,17
15886,77.7,17
15887,76.8,17
15888,77.2,17
15889,77.6,17
15890,77.7,17
15891,77.5,17
15892,77.4,17
15893,77.7,17
15894,78.2,17
15895,78.1,17
15896,77.8,17
15897,77.9,17
15898,78.1,17
15899,78.4,17
15900,78.3,17
15901,77.8,17
15902,78.6,17
15903,78.4,17
15904,78.7,17
15905,78.9,17
15906,79.4,17
15907,79.9,17
15908,80.1,17
15909,80.7,17
15910,80.8,17
15911,81.3,17
15912,80.3,17
15913,81.6,17
15914,82.4,17
15915,82.4,17
15916,83.1,17
15917,82.9,17
15918,82.8,17
15919,83.2,17
15920,83.0,17
15921,83.3,17
15922,84.3,17
15923,82.9,17
15924,82.4,17
15925,83.1,17
15926,83.2,17
15927,84.9,17
15928,82.9,17
15929,83.2,17
15930,83.1,17
15931,83.0,17
15932,82.9,17
15933,83.7,17
15934,83.0,17
15935,83.4,17
15936,83.1,17
15937,83.1,17
15938,82.9,17
15939,83.1,17
15940,83.1,17
15941,83.1,17
15942,83.1,17
15943,83.1,17
15944,83.1,17
15945,83.2,17
15946,83.0,17
15947,83.1,17
15948,83.0,17
15949,83.2,17
15950,83.2,17
15951,83.2,17
15952,84.0,17
15953,82.8,17
15954,83.0,17
15955,82.9,17
15956,83.0,17
15957,82.9,17
15958,82.9,17
15959,82.9,17
15960,82.7,17
15961,83.0,17
15962,82.9,17
15963,82.9,17
15964,83.0,17
15965,83.0,17
15966,83.0,17
15967,82.8,17
15968,83.0,17
15969,82.9,17
15970,83.3,17
15971,82.9,17
15972,82.9,17
15973,83.0,17
15974,82.8,17
15975,83.4,17
15976,83.0,17
15977,82.9,17
15978,83.0,17
15979,82.9,17
15980,83.1,17
15981,83.1,17
15982,83.1,17
15983,83.2,17
15984,83.3,17
15985,83.0,17
15986,83.3,17
15987,83.3,17
15988,83.1,17
15989,83.2,17
15990,83.0,17
15991,83.1,17
15992,83.0,17
15993,83.5,17
15994,83.0,17
15995,83.3,17
15996,83.0,17
15997,83.3,17
15998,83.6,17
15999,83.3,17
16000,83.7,17
16001,83.4,17
16002,83.3,17
16003,83.3,17
16004,83.3,17
16005,83.2,17
16006,82.9,17
16007,83.1,17
16008,83.0,17
16009,82.9,17
16010,82.9,17
16011,82.8,17
16012,82.6,17
16013,83.2,17
16014,83.0,17
16015,83.3,47
16016,83.3,47
16017,82.9,47
16018,83.0,47
16019,83.3,47
16020,83.4,47
16021,83.4,47
16022,82.9,47
16023,83.4,47
16024,83.6,47
16025,83.7,47
16026,83.8,47
16027,83.7,47
16028,83.7,47
16029,83.7,47
16030,83.6,47
16031,83.7,47
16032,84.0,47
16033,83.8,47
16034,84.8,47
16035,83.6,47
16036,83.8,47
16037,84.5,47
16038,83.7,47
16039,83.7,47
16040,83.2,47
16041,83.8,47
16042,84.0,47
16043,83.7,47
16044,84.1,47
16045,84.1,47
16046,86.0,47
16047,84.2,47
16048,84.0,47
16049,84.4,47
16050,84.1,47
16051,84.1,47
16052,84.2,47
16053,84.4,47
16054,84.2,47
16055,84.0,47
16056,84.5,47
16057,84.2,47
16058,84.3,47
16059,84.3,47
16060,82.7,47
16061,84.6,47
16062,84.4,47
16063,84.6,47
16064,84.7,47
16065,85.4,47
16066,85.1,47
16067,84.9,47
16068,84.2,47
16069,84.4,47
16070,84.5,47
16071,84.7,47
16072,84.7,47
16073,84.4,47
16074,84.6,47
16075,84.9,47
16076,84.6,47
16077,84.8,47
16078,85.0,47
16079,85.0,47
16080,84.8,47
16081,84.9,47
16082,85.0,47
16083,85.2,47
16084,85.1,47
16085,85.0,47
16086,85.0,47
16087,85.0,47
16088,85.4,47
16089,85.1,47
16090,84.6,47
16091,85.2,47
16092,85.4,47
16093,85.5,47
16094,85.4,47
16095,85.5,47
16096,85.3,47
16097,85.5,47
16098,85.5,47
16099,85.7,47
16100,85.4,47
16101,85.5,47
16102,85.5,47
16103,85.2,47
16104,85.5,47
16105,85.8,47
16106,85.9,47
16107,86.6,47
16108,85.6,47
16109,86.0,47
16110,86.0,47
16111,85.9,47
16112,85.7,47
16113,85.7,47
16114,85.8,47
16115,85.7,47
16116,85.7,47
16117,86.0,47
16118,86.2,47
16119,86.5,47
16120,86.5,47
16121,86.3,47
16122,86.5,47
16123,86.4,47
16124,86.6,47
16125,86.7,47
16126,86.5,47
16127,86.6,47
16128,86.3,17
16129,86.8,17
16130,86.8,17
16131,86.7,17
16132,87.1,17
16133,86.9,17
16134,86.9,17
16135,87.0,17
16136,86.7,17
16137,87.1,17
16138,88.2,17
16139,87.2,17
16140,87.0,17
16141,88.0,17
16142,87.2,17
16143,87.4,17
16144,86.7,17
16145,87.4,17
16146,87.4,17
16147,87.4,17
16148,87.4,17
16149,87.4,17
16150,87.2,17
16151,87.2,17
16152,87.1,17
16153,88.7,17
16154,87.4,17
16155,87.2,17
16156,87.8,17
16157,87.5,17
16158,87.2,17
16159,87.4,17
16160,87.3,17
16161,87.5,17
16162,87.6,17
16163,87.1,17
16164,87.2,17
16165,88.6,17
16166,87.2,17
16167,87.5,17
16168,87.5,17
16169,87.6,17
16170,87.7,17
16171,87.4,17
16172,87.5,17
16173,87.2,17
16174,87.5,17
16175,87.5,17
16176,87.5,17
16177,87.7,17
16178,87.8,17
16179,87.8,17
16180,87.7,17
16181,87.6,17
16182,87.3,17
16183,87.5,17
16184,87.6,17
16185,87.3,17
16186,87.1,17
16187,87.6,17
16188,87.7,17
16189,87.6,17
16190,87.6,17
16191,87.5,17
16192,87.4,17
16193,87.2,17
16194,87.3,17
16195,87.3,17
16196,87.5,17
16197,87.4,17
16198,87.6,17
16199,87.5,17
16200,87.4,17
16201,87.6,17
16202,87.6,17
16203,87.6,17
16204,87.6,17
16205,87.2,17
16206,87.5,17
16207,87.6,17
16208,87.5,17
16209,87.6,17
16210,87.4,17
16211,87.5,17
16212,87.7,17
16213,87.5,17
16214,87.5,17
16215,87.5,17
16216,87.5,17
16217,87.2,17
16218,87.7,17
16219,87.1,17
16220,87.4,17
16221,87.3,17
16222,87.3,17
16223,87.3,17
16224,87.3,17
16225,87.4,17
16226,87.1,17
16227,87.4,17
16228,87.5,17
16229,86.7,17
16230,87.5,17
16231,87.3,17
16232,87.5,17
16233,87.6,17
16234,87.6,17
16235,87.9,17
16236,87.5,17
16237,87.5,17
16238,87.2,17
16239,87.3,17
16240,87.6,17
16241,87.5,47
16242,87.6,47
16243,87.0,47
16244,87.9,47
16245,87.9,47
16246,87.5,47
16247,87.2,47
16248,87.2,47
16249,87.8,47
16250,88.4,47
16251,87.6,47
16252,87.4,47
16253,87.3,47
16254,87.0,47
16255,87.1,47
16256,87.6,47
16257,88.1,47
16258,87.6,47
16259,87.4,47
16260,87.5,47
16261,87.2,47
16262,87.4,47
16263,86.8,47
16264,87.5,47
16265,87.5,47
16266,88.7,47
16267,87.4,47
16268,87.4,47
16269,88.3,47
16270,87.7,47
16271,87.7,47
16272,86.7,47
16273,87.6,47
16274,87.5,47
16275,87.5,47
16276,87.5,47
16277,87.8,47
16278,87.8,47
16279,87.7,47
16280,87.7,47
16281,87.6,47
16282,87.6,47
16283,87.8,47
16284,87.8,47
16285,88.1,47
16286,87.6,47
16287,88.3,47
16288,87.7,47
16289,87.9,47
16290,88.2,47
16291,87.6,47
16292,87.8,47
16293,88.2,47
16294,87.9,47
16295,87.5,47
16296,87.7,47
16297,88.0,47
16298,88.0,47
16299,87.9,47
16300,87.9,47
16301,88.0,47
16302,88.0,47
16303,87.9,47
16304,88.0,47
16305,87.9,47
16306,88.0,47
16307,88.1,47
16308,88.1,47
16309,88.1,47
16310,88.2,47
16311,88.0,47
16312,87.9,47
16313,88.5,47
16314,88.1,47
16315,88.3,47
16316,88.1,47
16317,88.3,47
16318,88.3,47
16319,88.4,47
16320,88.4,47
16321,88.6,47
16322,88.4,47
16323,88.2,47
16324,88.7,47
16325,88.3,47
16326,88.5,47
16327,88.8,47
16328,88.4,47
16329,88.8,47
16330,88.7,47
16331,88.7,47
16332,88.5,47
16333,88.8,47
16334,88.7,47
16335,88.9,47
16336,88.9,47
16337,89.1,47
16338,88.6,47
16339,89.0,47
16340,89.2,47
16341,89.0,47
16342,89.5,47
16343,89.2,47
16344,88.9,47
16345,89.2,47
16346,89.3,47
16347,89.3,47
16348,89.8,47
16349,89.3,47
16350,89.5,47
16351,89.3,47
16352,89.3,47
16353,89.3,47
16354,89.4,47
16355,89.5,47
16356,89.3,47
16357,89.7,47
16358,89.8,47
16359,89.6,47
16360,90.0,47
16361,89.5,47
16362,89.6,47
16363,90.0,47
16364,90.3,47
16365,89.6,47
16366,89.9,47
16367,90.1,47
16368,90.0,47
16369,89.9,47
16370,90.1,47
16371,90.1,47
16372,90.0,47
16373,90.0,47
16374,90.4,47
16375,90.0,47
16376,90.0,47
16377,90.3,47
16378,90.7,47
16379,90.1,47
16380,90.7,47
16381,90.3,47
16382,90.3,47
16383,90.4,47
16384,90.5,47
16385,90.5,47
16386,90.6,47
16387,90.6,47
16388,90.9,47
16389,90.7,47
16390,90.8,47
16391,90.8,47
16392,91.1,47
16393,90.4,47
16394,91.2,47
16395,91.0,47
16396,91.4,47
16397,91.1,47
16398,91.3,47
16399,91.8,47
16400,91.1,47
16401,91.3,47
16402,91.7,47
16403,91.8,47
16404,91.7,47
16405,91.7,47
16406,92.3,47
16407,92.2,47
16408,92.5,47
16409,92.5,47
16410,93.0,47
16411,92.2,47
16412,92.9,47
16413,93.2,47
16414,93.2,47
16415,93.8,47
16416,94.6,47
16417,94.9,47
16418,95.8,47
16419,96.0,47
16420,96.0,47
16421,96.2,47
16422,96.3,47
16423,95.7,47
16424,96.8,47
16425,98.2,47
16426,97.1,47
16427,97.0,47
16428,97.0,47
16429,97.3,47
16430,97.5,47
16431,97.7,47
16432,98.4,47
16433,98.4,47
16434,98.6,47
16435,98.5,47
16436,98.7,47
16437,98.2,47
16438,98.9,47
16439,98.9,47
16440,99.5,47
16441,98.9,47
16442,99.5,47
16443,99.4,47
16444,99.4,47
16445,100.7,47
16446,99.5,47
16447,99.4,47
16448,99.4,47
16449,99.3,47
16450,99.6,47
16451,99.7,47
16452,99.4,47
16453,99.6,47
16454,99.8,47
16455,99.7,47
16456,99.8,47
16457,99.6,47
16458,99.6,47
16459,99.8,47
16460,99.7,47
16461,100.3,47
16462,99.6,47
16463,100.2,47
16464,100.1,47
16465,99.4,47
16466,99.9,47
16467,100.5,47
16468,100.5,47
16469,100.1,47
16470,99.8,47
16471,100.4,47
16472,100.4,47
16473,100.1,47
16474,100.3,47
16475,100.2,47
16476,100.6,47
16477,100.4,47
16478,100.2,47
16479,100.4,47
16480,100.4,47
16481,99.3,47
16482,100.5,47
16483,99.6,47
16484,98.8,47
16485,98.4,47
16486,98.2,47
16487,97.8,47
16488,97.4,47
16489,96.9,47
16490,96.7,47
16491,96.4,47
16492,95.9,47
16493,95.8,47
16494,95.1,47
16495,94.8,47
16496,94.4,47
16497,94.3,47
16498,93.9,47
16499,93.6,47
16500,93.2,47
16501,92.9,47
16502,92.8,47
16503,92.6,47
16504,92.3,47
16505,91.9,47
16506,91.7,47
16507,91.5,47
16508,91.4,47
16509,90.8,47
16510,90.6,47
16511,90.6,47
16512,90.4,47
16513,89.9,47
16514,89.4,47
16515,88.6,47
16516,88.2,47
16517,85.9,47
16518,82.6,47
16519,81.1,47
16520,78.7,47
16521,77.7,47
16522,76.5,47
16523,75.1,47
16524,75.1,47
16525,74.9,47
16526,74.3,47
16527,74.8,47
16528,74.5,47
16529,75.2,47
16530,74.2,47
16531,74.2,47
16532,73.8,47
16533,73.9,47
16534,74.1,47
16535,74.1,47
16536,73.9,47
16537,73.9,47
16538,74.4,47
16539,74.2,47
16540,73.8,47
16541,73.6,47
16542,73.8,47
16543,73.6,47
16544,73.9,47
16545,73.8,47
16546,73.6,47
16547,73.6,47
16548,73.6,47
16549,73.9,47
16550,73.5,47
16551,73.5,47
16552,73.6,47
16553,73.0,47
16554,73.3,47
16555,73.3,47
16556,73.2,47
16557,73.3,47
16558,73.3,47
16559,73.2,47
16560,73.2,47
16561,73.0,47
16562,73.2,47
16563,73.3,47
16564,73.3,47
16565,73.0,47
16566,72.8,47
16567,72.7,47
16568,72.7,47
16569,73.1,47
16570,72.7,47
16571,72.8,47
16572,72.4,47
16573,72.6,47
16574,72.8,47
16575,72.8,47
16576,72.6,47
16577,72.6,47
16578,72.4,47
16579,72.8,17
16580,72.5,17
16581,71.7,17
16582,72.4,17
16583,72.4,17
16584,73.1,17
16585,72.4,17
16586,72.5,17
16587,72.5,17
16588,72.4,17
16589,72.4,17
16590,72.4,17
16591,72.4,17
16592,72.2,17
16593,72.3,17
16594,72.3,17
16595,72.3,17
16596,71.9,17
16597,73.0,17
16598,72.0,17
16599,71.6,17
16600,71.9,17
16601,72.4,17
16602,72.3,17
16603,72.0,17
16604,71.8,17
16605,71.5,17
16606,71.7,17
16607,71.5,17
16608,71.5,17
16609,71.1,17
16610,71.3,17
16611,71.0,17
16612,70.9,17
16613,71.3,17
16614,70.8,17
16615,70.8,17
16616,70.7,17
16617,70.6,17
16618,70.5,17
16619,70.6,17
16620,70.6,17
16621,70.4,17
16622,70.1,17
16623,70.4,17
16624,70.4,17
16625,70.5,17
16626,70.4,17
16627,70.4,17
16628,70.2,17
16629,70.1,17
16630,70.0,17
16631,69.9,17
16632,69.8,17
16633,69.8,17
16634,69.9,17
16635,69.8,17
16636,69.9,17
16637,69.7,17
16638,69.8,17
16639,69.8,17
16640,69.8,17
16641,69.8,17
16642,69.7,17
16643,69.7,17
16644,69.4,17
16645,69.6,17
16646,69.4,17
16647,69.5,17
16648,69.3,17
16649,69.4,17
16650,68.5,17
16651,69.3,17
16652,68.6,17
16653,68.5,17
16654,68.5,17
16655,69.4,17
16656,68.5,17
16657,68.5,17
16658,68.5,17
16659,68.5,17
16660,68.3,17
16661,68.5,17
16662,69.1,17
16663,68.6,17
16664,68.3,17
16665,68.5,17
16666,68.5,17
16667,68.1,17
16668,68.3,17
16669,68.1,17
16670,68.5,17
16671,67.7,17
16672,68.1,17
16673,68.6,17
16674,67.8,17
16675,67.8,17
16676,67.9,17
16677,67.6,17
16678,67.9,17
16679,68.1,17
16680,67.4,17
16681,67.7,17
16682,66.1,17
16683,67.3,17
16684,67.4,17
16685,67.2,17
16686,67.2,17
16687,67.0,17
16688,67.9,17
16689,67.1,17
16690,67.0,17
16691,66.7,17
16692,66.7,17
16693,67.0,17
16694,66.6,17
16695,66.2,17
16696,66.7,17
16697,66.5,17
16698,67.5,17
16699,66.4,17
16700,66.4,17
16701,66.2,17
16702,66.3,17
16703,66.4,17
16704,66.7,17
16705,66.2,17
16706,66.3,17
16707,66.8,17
16708,66.0,17
16709,66.0,17
16710,66.3,17
16711,66.1,17
16712,66.0,17
16713,65.9,17
16714,65.7,17
16715,65.8,17
16716,65.8,17
16717,65.5,17
16718,65.7,17
16719,65.7,17
16720,65.4,17
16721,65.6,17
16722,65.6,17
16723,65.5,17
16724,65.4,17
16725,65.1,17
16726,65.4,17
16727,64.7,17
16728,64.8,17
16729,64.7,17
16730,64.9,17
16731,64.8,17
16732,64.7,17
16733,63.8,17
16734,63.4,17
16735,63.8,17
16736,61.2,17
16737,63.2,17
16738,63.3,17
16739,63.1,17
16740,63.0,17
16741,63.1,17
16742,63.0,17
16743,62.8,17
16744,62.7,17
16745,62.5,17
16746,62.2,17
16747,62.5,17
16748,62.3,17
16749,62.0,17
16750,62.2,17
16751,62.3,17
16752,62.4,17
16753,62.3,17
16754,62.2,17
16755,62.1,17
16756,62.0,17
16757,62.0,17
16758,61.8,17
16759,61.6,17
16760,61.7,17
16761,61.6,17
16762,61.8,17
16763,61.3,17
16764,61.3,17
16765,61.4,17
16766,61.2,17
16767,61.3,17
16768,60.3,17
16769,60.9,17
16770,60.9,17
16771,60.8,17
16772,60.7,17
16773,60.9,17
16774,60.9,17
16775,60.8,17
16776,60.6,17
16777,60.7,17
16778,60.5,17
16779,60.4,17
16780,60.5,17
16781,60.6,17
16782,60.5,17
16783,60.9,17
16784,60.5,17
16785,60.2,17
16786,60.0,17
16787,60.4,17
16788,60.2,17
16789,60.8,17
16790,60.3,17
16791,60.2,17
16792,60.0,17
16793,59.9,17
16794,60.3,17
16795,59.9,17
16796,59.9,17
16797,59.9,17
16798,60.0,17
16799,60.0,17
16800,59.8,17
16801,60.3,17
16802,59.6,17
16803,59.5,17
16804,59.8,17
16805,60.4,47
16806,59.6,47
16807,59.7,47
16808,60.5,47
16809,59.6,47
16810,59.9,47
16811,59.3,47
16812,59.2,47
16813,59.3,47
16814,59.2,47
16815,58.8,47
16816,58.9,47
16817,58.8,47
16818,58.7,47
16819,59.0,47
16820,59.1,47
16821,58.7,47
16822,58.9,47
16823,58.7,47
16824,58.7,47
16825,59.0,47
16826,58.4,47
16827,58.5,47
16828,58.3,47
16829,58.5,47
16830,58.3,47
16831,58.3,47
16832,58.2,47
16833,58.2,47
16834,58.0,47
16835,58.2,47
16836,58.0,47
16837,58.3,47
16838,58.0,47
16839,58.0,47
16840,58.1,47
16841,58.2,47
16842,57.9,47
16843,58.2,47
16844,58.2,47
16845,58.1,47
16846,58.2,47
16847,58.2,47
16848,58.3,47
16849,58.4,47
16850,58.4,47
16851,58.4,47
16852,58.8,47
16853,58.9,47
16854,58.9,47
16855,58.9,47
16856,58.8,47
16857,58.7,47
16858,59.2,47
16859,59.1,47
16860,59.5,47
16861,59.4,47
16862,59.3,47
16863,59.3,47
16864,59.4,47
16865,59.5,47
16866,60.0,47
16867,59.5,47
16868,59.4,47
16869,59.6,47
16870,59.6,47
16871,60.0,47
16872,60.1,47
16873,60.0,47
16874,60.2,47
16875,60.0,47
16876,59.8,47
16877,60.2,47
16878,59.6,47
16879,62.1,47
16880,60.8,47
16881,60.8,47
16882,60.8,47
16883,61.1,47
16884,61.0,47
16885,61.2,47
16886,61.4,47
16887,61.7,47
16888,61.3,47
16889,61.8,47
16890,61.8,47
16891,61.7,47
16892,61.7,47
16893,61.0,47
16894,61.9,47
16895,62.2,47
16896,62.1,47
16897,62.1,47
16898,62.2,47
16899,62.6,47
16900,62.2,47
16901,62.7,47
16902,62.8,47
16903,63.5,47
16904,63.0,47
16905,63.0,47
16906,63.5,47
16907,63.4,47
16908,63.8,47
16909,64.8,47
16910,63.8,47
16911,63.7,47
16912,63.5,47
16913,63.8,47
16914,63.4,47
16915,64.4,47
16916,64.3,47
16917,64.0,47
16918,64.6,47
16919,64.4,47
16920,64.7,47
16921,64.4,47
16922,64.9,47
16923,65.1,47
16924,66.1,47
16925,65.6,47
16926,65.4,47
16927,65.2,47
16928,65.7,47
16929,65.4,47
16930,64.7,47
16931,65.3,47
16932,66.2,47
16933,65.7,47
16934,65.9,47
16935,65.9,47
16936,66.4,47
16937,66.5,47
16938,66.8,47
16939,67.2,47
16940,67.0,47
16941,67.0,47
16942,67.1,47
16943,66.8,47
16944,67.2,47
16945,67.1,47
16946,67.2,47
16947,67.4,47
16948,67.3,47
16949,67.2,47
16950,67.3,47
16951,67.3,47
16952,67.2,47
16953,67.4,47
16954,67.3,47
16955,67.2,47
16956,67.1,47
16957,67.2,47
16958,67.2,47
16959,67.2,47
16960,67.2,47
16961,67.4,47
16962,67.3,47
16963,67.2,47
16964,67.2,47
16965,67.2,47
16966,67.2,47
16967,67.2,47
16968,67.1,47
16969,67.2,47
16970,67.1,47
16971,67.3,47
16972,67.2,47
16973,68.5,47
16974,67.4,47
16975,67.3,47
16976,66.5,47
16977,67.3,47
16978,67.3,47
16979,67.2,47
16980,67.5,47
16981,67.1,47
16982,67.2,47
16983,67.3,47
16984,67.2,47
16985,67.2,47
16986,67.2,47
16987,67.1,47
16988,66.4,47
16989,67.1,47
16990,67.2,47
16991,66.5,47
16992,67.2,47
16993,66.6,47
16994,67.3,47
16995,66.9,47
16996,67.1,47
16997,67.2,47
16998,67.2,47
16999,66.4,47
17000,67.1,47
17001,67.0,47
17002,67.1,47
17003,67.0,47
17004,67.0,47
17005,66.2,47
17006,66.8,47
17007,66.6,47
17008,66.5,47
17009,67.2,47
17010,65.9,47
17011,65.9,47
17012,65.5,47
17013,65.1,47
17014,64.9,47
17015,64.8,47
17016,64.6,47
17017,64.7,47
17018,64.5,47
17019,64.3,47
17020,64.3,47
17021,64.2,47
17022,63.8,47
17023,63.6,47
17024,63.4,47
17025,63.2,47
17026,63.0,47
17027,63.0,47
17028,62.6,47
17029,62.5,47
17030,62.1,47
17031,61.5,47
17032,61.1,47
17033,60.3,47
17034,60.0,47
17035,59.5,47
17036,59.2,47
17037,59.6,47
17038,58.3,47
17039,58.3,47
17040,58.4,47
17041,58.5,47
17042,58.4,47
17043,58.4,47
17044,58.8,47
17045,58.4,47
17046,58.2,47
17047,58.3,47
17048,58.4,47
17049,58.2,47
17050,58.4,47
17051,58.3,47
17052,58.8,47
17053,58.4,47
17054,58.3,47
17055,58.0,47
17056,58.4,47
17057,58.5,47
17058,58.1,47
17059,58.4,47
17060,58.1,47
17061,58.2,47
17062,58.3,47
17063,58.1,47
17064,58.4,47
17065,58.4,47
17066,58.4,47
17067,58.4,47
17068,58.4,47
17069,58.3,47
17070,58.8,47
17071,58.2,47
17072,58.3,47
17073,58.4,47
17074,58.1,47
17075,58.4,47
17076,58.5,47
17077,58.4,47
17078,58.5,47
17079,58.4,47
17080,58.5,47
17081,58.7,47
17082,58.2,47
17083,59.0,47
17084,58.6,47
17085,58.6,47
17086,60.3,47
17087,60.0,47
17088,59.0,47
17089,58.8,47
17090,58.7,47
17091,58.2,47
17092,59.0,47
17093,58.6,47
17094,58.8,47
17095,58.6,47
17096,58.7,47
17097,58.7,47
17098,58.9,47
17099,59.1,47
17100,58.7,47
17101,58.7,47
17102,58.7,47
17103,59.1,47
17104,58.9,47
17105,58.8,47
17106,58.6,47
17107,59.9,47
17108,58.6,47
17109,58.9,47
17110,58.8,47
17111,58.8,47
17112,58.7,47
17113,58.9,47
17114,58.3,47
17115,58.7,47
17116,59.0,47
17117,58.8,47
17118,58.6,47
17119,58.7,47
17120,58.7,47
17121,58.9,47
17122,58.8,47
17123,59.1,47
17124,59.1,47
17125,59.0,47
17126,58.8,47
17127,59.1,47
17128,58.6,47
17129,59.3,47
17130,58.9,47
17131,58.8,47
17132,59.1,47
17133,58.8,47
17134,58.9,47
17135,59.4,47
17136,59.0,47
17137,59.0,47
17138,59.5,47
17139,58.7,47
17140,58.8,47
17141,58.4,47
17142,58.7,47
17143,58.7,17
17144,59.4,17
17145,59.0,17
17146,58.8,17
17147,58.5,17
17148,58.9,17
17149,58.9,17
17150,59.8,17
17151,59.1,17
17152,58.7,17
17153,59.3,17
17154,58.3,17
17155,59.0,17
17156,58.6,17
17157,58.9,17
17158,58.5,17
17159,58.8,17
17160,58.6,17
17161,58.8,17
17162,58.1,17
17163,58.8,17
17164,59.1,17
17165,58.7,17
17166,58.8,17
17167,58.8,17
17168,59.5,17
17169,58.8,17
17170,58.6,17
17171,58.5,17
17172,57.9,17
17173,58.4,17
17174,58.7,17
17175,58.6,17
17176,58.4,17
17177,58.5,17
17178,58.5,17
17179,58.3,17
17180,58.6,17
17181,58.6,17
17182,58.4,17
17183,58.3,17
17184,58.3,17
17185,58.1,17
17186,58.2,17
17187,58.3,17
17188,58.3,17
17189,58.2,17
17190,58.0,17
17191,58.0,17
17192,57.9,17
17193,58.0,17
17194,58.1,17
17195,57.5,17
17196,57.6,17
17197,57.8,17
17198,57.8,17
17199,57.5,17
17200,57.8,17
17201,57.8,17
17202,57.8,17
17203,57.5,17
17204,57.5,17
17205,57.5,17
17206,57.1,17
17207,57.3,17
17208,57.4,17
17209,57.3,17
17210,57.0,17
17211,57.3,17
17212,57.1,17
17213,58.0,17
17214,57.0,17
17215,57.1,17
17216,57.1,17
17217,57.1,17
17218,56.9,17
17219,56.9,17
17220,56.7,17
17221,56.8,17
17222,56.9,17
17223,56.8,17
17224,56.6,17
17225,56.8,17
17226,56.8,17
17227,56.8,17
17228,56.8,17
17229,56.5,17
17230,55.9,17
17231,57.1,17
17232,56.1,17
17233,56.1,17
17234,56.1,17
17235,55.8,17
17236,55.8,17
17237,55.8,17
17238,55.7,17
17239,55.7,17
17240,55.7,17
17241,55.7,17
17242,55.4,17
17243,55.6,17
17244,55.3,17
17245,55.1,17
17246,54.8,17
17247,54.9,17
17248,54.9,17
17249,53.9,17
17250,54.7,17
17251,54.6,17
17252,54.4,17
17253,54.3,17
17254,54.2,17
17255,54.2,17
17256,54.3,17
17257,54.2,17
17258,54.1,17
17259,54.1,17
17260,53.7,17
17261,53.4,17
17262,53.5,17
17263,53.1,17
17264,53.4,17
17265,53.1,17
17266,53.1,17
17267,52.4,17
17268,52.9,17
17269,52.9,17
17270,51.7,17
17271,52.5,17
17272,52.4,17
17273,53.2,17
17274,52.2,17
17275,51.6,17
17276,52.2,17
17277,51.8,17
17278,51.6,17
17279,51.4,17
17280,51.6,17
17281,51.6,17
17282,51.7,17
17283,51.2,17
17284,51.2,17
17285,51.0,17
17286,51.0,17
17287,50.6,17
17288,50.6,17
17289,50.4,17
17290,50.3,17
17291,50.5,17
17292,50.2,17
17293,50.0,17
17294,48.6,17
17295,50.1,17
17296,49.5,17
17297,49.3,17
17298,49.0,17
17299,49.2,17
17300,49.1,17
17301,49.9,17
17302,49.1,17
17303,49.0,17
17304,49.3,17
17305,49.1,17
17306,49.1,17
17307,48.9,17
17308,49.1,17
17309,49.0,17
17310,47.4,17
17311,48.6,17
17312,48.8,17
17313,50.4,17
17314,48.6,17
17315,48.9,17
17316,48.7,17
17317,48.8,17
17318,48.7,17
17319,48.8,17
17320,48.8,17
17321,48.4,17
17322,48.1,17
17323,48.4,17
17324,48.4,17
17325,48.6,17
17326,48.0,17
17327,48.2,17
17328,47.9,17
17329,48.3,17
17330,48.2,17
17331,48.0,17
17332,48.0,17
17333,48.2,17
17334,48.1,17
17335,47.7,17
17336,48.1,17
17337,48.3,17
17338,47.9,17
17339,48.8,17
17340,48.4,17
17341,48.3,17
17342,48.1,17
17343,48.3,17
17344,47.4,17
17345,48.5,17
17346,48.2,17
17347,48.2,17
17348,48.5,17
17349,48.7,17
17350,48.7,17
17351,48.6,17
17352,48.7,17
17353,48.7,17
17354,48.9,17
17355,49.1,17
17356,48.8,17
17357,49.0,17
17358,48.8,17
17359,48.9,17
17360,48.8,17
17361,49.0,17
17362,49.2,17
17363,49.0,17
17364,49.2,17
17365,49.2,17
17366,49.2,17
17367,49.4,17
17368,49.4,17
17369,49.4,47
17370,49.7,47
17371,49.2,47
17372,50.3,47
17373,50.2,47
17374,50.6,47
17375,50.7,47
17376,50.4,47
17377,50.7,47
17378,50.4,47
17379,51.2,47
17380,50.8,47
17381,51.1,47
17382,51.8,47
17383,51.6,47
17384,52.4,47
17385,51.7,47
