Time,mVResist,mVAmb,deltaTFinal,dc PWM
15548,680,273,40.7,51
15549,683,273,41.0,51
15550,684,272,41.2,51
15551,685,271,41.4,51
15552,690,273,41.7,51
15553,693,272,42.1,51
15554,698,274,42.4,51
15555,698,272,42.6,51
15556,701,272,42.9,51
15557,704,270,43.4,21
15558,710,265,44.5,21
15559,707,278,42.9,21
15560,708,277,43.1,21
15561,705,273,43.2,21
15562,708,272,43.6,21
15563,702,275,42.7,21
15564,700,271,42.9,21
15565,701,273,42.8,21
15566,696,275,42.1,21
15567,695,270,42.5,21
15568,692,274,41.8,21
15569,690,273,41.7,21
15570,685,272,41.3,21
15571,685,277,40.8,21
15572,681,273,40.8,21
15573,676,273,40.3,21
15574,676,271,40.5,21
15575,671,272,39.9,21
15576,670,283,38.7,21
15577,664,273,39.1,21
15578,664,272,39.2,21
15579,659,270,38.9,21
15580,656,274,38.2,21
15581,654,266,38.8,21
15582,651,273,37.8,21
15583,648,273,37.5,21
15584,645,275,37.0,21
15585,643,270,37.3,51
15586,640,273,36.7,51
15587,637,273,36.4,51
15588,636,271,36.5,51
15589,635,272,36.3,51
15590,640,273,36.7,51
15591,645,275,37.0,51
15592,643,272,37.1,51
15593,644,272,37.2,51
15594,642,272,37.0,51
15595,645,271,37.4,51
15596,650,284,36.6,51
15597,652,271,38.1,51
15598,653,274,37.9,51
15599,656,273,38.3,51
15600,658,273,38.5,51
15601,662,272,39.0,51
15602,664,274,39.0,51
15603,666,273,39.3,51
15604,670,273,39.7,51
15605,676,271,40.5,51
15606,674,273,40.1,51
15607,682,273,40.9,51
15608,681,270,41.1,51
15609,676,271,40.5,51
15610,687,272,41.5,51
15611,695,273,42.2,51
15612,693,272,42.1,51
15613,696,272,42.4,21
15614,697,273,42.4,21
15615,698,272,42.6,21
15616,700,272,42.8,21
15617,698,274,42.4,21
15618,698,273,42.5,21
15619,697,277,42.0,21
15620,697,271,42.6,21
15621,694,273,42.1,21
15622,693,271,42.2,21
15623,694,272,42.2,21
15624,688,273,41.5,21
15625,688,270,41.8,21
15626,684,276,40.8,21
15627,685,273,41.2,21
15628,679,272,40.7,21
15629,673,272,40.1,21
15630,673,272,40.1,21
15631,670,273,39.7,21
15632,666,271,39.5,21
15633,660,273,38.7,21
15634,660,272,38.8,21
15635,657,273,38.4,21
15636,656,271,38.5,21
15637,650,272,37.8,21
15638,648,271,37.7,21
15639,646,274,37.2,21
15640,641,273,36.8,21
15641,643,272,37.1,21
15642,635,271,36.4,21
15643,632,274,35.8,21
15644,632,270,36.2,21
15645,624,271,35.3,21
15646,628,270,35.8,21
15647,624,274,35.0,21
15648,627,271,35.6,21
15649,621,272,34.9,21
15650,620,265,35.5,21
15651,617,274,34.3,21
15652,615,276,33.9,21
15653,606,274,33.2,21
15654,610,265,34.5,21
15655,608,273,33.5,21
15656,609,270,33.9,21
15657,605,275,33.0,21
15658,605,273,33.2,21
15659,603,275,32.8,21
15660,604,273,33.1,21
15661,601,271,33.0,21
15662,599,273,32.6,21
15663,597,273,32.4,21
15664,598,269,32.9,21
15665,594,268,32.6,21
15666,595,272,32.3,21
15667,589,273,31.6,21
15668,591,271,32.0,21
15669,589,273,31.6,51
15670,589,270,31.9,51
15671,589,272,31.7,51
15672,590,271,31.9,51
15673,593,273,32.0,51
15674,593,272,32.1,51
15675,595,275,32.0,51
15676,597,287,31.0,51
15677,603,272,33.1,51
15678,606,273,33.3,51
15679,606,274,33.2,51
15680,610,274,33.6,51
15681,614,272,34.2,51
15682,615,273,34.2,51
15683,623,270,35.3,51
15684,628,272,35.6,51
15685,631,274,35.7,51
15686,632,272,36.0,51
15687,637,273,36.4,51
15688,641,273,36.8,51
15689,643,272,37.1,51
15690,650,275,37.5,51
15691,654,273,38.1,51
15692,647,270,37.7,51
15693,659,270,38.9,51
15694,661,270,39.1,51
15695,668,271,39.7,51
15696,670,274,39.6,51
15697,673,273,40.0,21
15698,676,272,40.4,21
15699,677,273,40.4,21
15700,681,276,40.5,21
15701,677,270,40.7,21
15702,678,269,40.9,21
15703,678,273,40.5,21
15704,677,273,40.4,21
15705,678,273,40.5,21
15706,676,273,40.3,21
15707,675,272,40.3,21
15708,671,271,40.0,21
15709,669,271,39.8,21
15710,666,275,39.1,21
15711,663,271,39.2,21
15712,664,272,39.2,21
15713,659,273,38.6,21
15714,657,274,38.3,21
15715,656,273,38.3,21
15716,650,270,38.0,21
15717,650,271,37.9,21
15718,646,271,37.5,21
15719,644,273,37.1,21
15720,640,273,36.7,21
15721,639,272,36.7,21
15722,635,271,36.4,21
15723,633,272,36.1,21
15724,632,270,36.2,21
15725,628,273,35.5,51
15726,627,273,35.4,51
15727,627,276,35.1,51
15728,627,271,35.6,51
15729,627,271,35.6,51
15730,628,271,35.7,51
15731,625,273,35.2,51
15732,630,272,35.8,51
15733,631,272,35.9,51
15734,633,273,36.0,51
15735,635,273,36.2,51
15736,636,270,36.6,51
15737,643,274,36.9,51
15738,643,272,37.1,51
15739,646,272,37.4,51
15740,650,271,37.9,51
15741,652,275,37.7,51
15742,658,271,38.7,51
15743,658,264,39.4,51
15744,660,272,38.8,51
15745,663,272,39.1,51
15746,665,274,39.1,51
15747,669,273,39.6,51
15748,673,271,40.2,51
15749,671,270,40.1,51
15750,679,270,40.9,51
15751,681,270,41.1,51
15752,684,273,41.1,51
15753,686,274,41.2,21
15754,690,282,40.8,21
15755,689,272,41.7,21
15756,689,272,41.7,21
15757,690,271,41.9,21
15758,689,272,41.7,21
15759,689,273,41.6,21
15760,685,272,41.3,21
15761,686,272,41.4,21
15762,684,273,41.1,21
15763,683,272,41.1,21
15764,682,273,40.9,21
15765,677,273,40.4,21
15766,676,271,40.5,21
15767,673,273,40.0,21
15768,684,274,41.0,21
15769,668,272,39.6,21
15770,659,275,38.4,21
15771,660,263,39.7,21
15772,658,274,38.4,21
15773,654,275,37.9,21
15774,652,272,38.0,21
15775,648,273,37.5,21
15776,647,273,37.4,21
15777,645,274,37.1,21
15778,643,272,37.1,21
15779,638,269,36.9,21
15780,638,274,36.4,21
15781,632,270,36.2,21
15782,632,273,35.9,21
15783,631,274,35.7,21
15784,627,273,35.4,21
15785,624,274,35.0,21
15786,622,271,35.1,21
15787,620,272,34.8,21
15788,618,273,34.5,21
15789,614,275,33.9,21
15790,610,273,33.7,21
15791,610,270,34.0,21
15792,607,273,33.4,21
15793,606,271,33.5,21
15794,606,274,33.2,21
15795,604,273,33.1,21
15796,602,272,33.0,21
15797,601,271,33.0,21
15798,601,273,32.8,21
15799,596,271,32.5,21
15800,594,271,32.3,21
15801,593,272,32.1,21
15802,592,273,31.9,21
15803,591,273,31.8,21
15804,591,274,31.7,21
15805,589,272,31.7,21
15806,589,272,31.7,21
15807,585,275,31.0,21
15808,584,271,31.3,21
15809,584,271,31.3,21
15810,582,273,30.9,21
15811,580,271,30.9,21
15812,580,272,30.8,21
15813,580,273,30.7,21
15814,580,273,30.7,21
15815,577,274,30.3,21
15816,578,275,30.3,21
15817,577,273,30.4,21
15818,577,273,30.4,21
15819,573,272,30.1,21
15820,572,270,30.2,21
15821,572,271,30.1,21
15822,570,271,29.9,21
15823,569,272,29.7,21
15824,570,273,29.7,21
15825,572,273,29.9,21
15826,563,273,29.0,21
15827,568,274,29.4,21
15828,566,272,29.4,21
15829,568,270,29.8,21
15830,565,273,29.2,21
15831,568,273,29.5,21
15832,564,274,29.0,21
15833,565,271,29.4,21
15834,565,274,29.1,21
15835,563,272,29.1,21
15836,567,273,29.4,21
15837,560,274,28.6,51
15838,563,273,29.0,51
15839,564,273,29.1,51
15840,563,272,29.1,51
15841,569,273,29.6,51
15842,572,275,29.7,51
15843,576,272,30.4,51
15844,578,273,30.5,51
15845,580,276,30.4,51
15846,584,273,31.1,51
15847,586,274,31.2,51
15848,591,273,31.8,51
15849,600,273,32.7,51
15850,601,271,33.0,51
15851,606,270,33.6,51
15852,606,273,33.3,51
15853,609,273,33.6,51
15854,616,271,34.5,51
15855,622,271,35.1,51
15856,625,278,34.7,51
15857,628,275,35.3,51
15858,635,275,36.0,51
15859,638,274,36.4,51
15860,640,273,36.7,51
15861,643,271,37.2,51
15862,645,272,37.3,51
15863,652,272,38.0,51
15864,655,272,38.3,51
15865,658,274,38.4,51
15866,658,274,38.4,51
15867,662,273,38.9,51
15868,669,273,39.6,51
15869,669,270,39.9,51
15870,673,273,40.0,51
15871,677,277,40.0,51
15872,680,271,40.9,51
15873,684,270,41.4,51
15874,684,270,41.4,51
15875,686,271,41.5,51
15876,690,273,41.7,51
15877,691,272,41.9,51
15878,696,273,42.3,51
15879,698,270,42.8,51
15880,703,270,43.3,51
15881,702,273,42.9,51
15882,706,274,43.2,51
15883,708,271,43.7,51
15884,709,271,43.8,51
15885,710,272,43.8,51
15886,710,271,43.9,51
15887,711,274,43.7,51
15888,715,273,44.2,51
15889,715,270,44.5,51
15890,719,271,44.8,51
15891,723,274,44.9,51
15892,723,270,45.3,51
15893,732,275,45.7,51
15894,723,272,45.1,51
15895,727,273,45.4,51
15896,732,272,46.0,51
15897,728,271,45.7,51
15898,728,271,45.7,51
15899,732,270,46.2,51
15900,735,270,46.5,51
15901,736,272,46.4,51
15902,736,270,46.6,51
15903,736,271,46.5,51
15904,736,273,46.3,51
15905,737,273,46.4,51
15906,737,273,46.4,51
15907,738,273,46.5,51
15908,737,273,46.4,51
15909,741,272,46.9,51
15910,744,274,47.0,51
15911,741,271,47.0,51
15912,740,273,46.7,51
15913,747,271,47.6,51
15914,749,273,47.6,51
15915,747,271,47.6,51
15916,748,273,47.5,51
15917,751,271,48.0,51
15918,747,273,47.4,51
15919,748,273,47.5,51
15920,748,271,47.7,51
15921,749,270,47.9,21
15922,750,272,47.8,21
15923,747,277,47.0,21
15924,747,272,47.5,21
15925,746,273,47.3,21
15926,743,271,47.2,21
15927,740,277,46.3,21
15928,736,272,46.4,21
15929,735,270,46.5,21
15930,733,273,46.0,21
15931,715,272,44.3,21
15932,720,273,44.7,21
15933,721,273,44.8,21
15934,715,273,44.2,21
15935,713,272,44.1,21
15936,709,271,43.8,21
15937,702,273,42.9,21
15938,698,274,42.4,21
15939,693,270,42.3,21
15940,689,270,41.9,21
15941,686,274,41.2,21
15942,685,273,41.2,21
15943,681,274,40.7,21
15944,676,272,40.4,21
15945,673,272,40.1,21
15946,670,273,39.7,21
15947,663,275,38.8,21
15948,659,274,38.5,21
15949,658,270,38.8,21
15950,658,270,38.8,21
15951,652,271,38.1,21
15952,648,276,37.2,21
15953,647,274,37.3,21
15954,643,273,37.0,21
15955,640,272,36.8,21
15956,637,272,36.5,21
15957,633,273,36.0,21
15958,637,273,36.4,21
15959,631,274,35.7,21
15960,627,271,35.6,21
15961,623,273,35.0,21
15962,621,273,34.8,21
15963,618,271,34.7,21
15964,617,273,34.4,21
15965,615,273,34.2,21
15966,614,270,34.4,21
15967,606,270,33.6,21
15968,606,271,33.5,21
15969,607,270,33.7,21
15970,606,273,33.3,21
15971,604,271,33.3,21
15972,603,273,33.0,21
15973,601,273,32.8,21
15974,598,270,32.8,21
15975,597,270,32.7,21
15976,593,273,32.0,21
15977,593,271,32.2,51
15978,594,274,32.0,51
15979,593,272,32.1,51
15980,593,273,32.0,51
15981,597,273,32.4,51
15982,595,270,32.5,51
15983,599,274,32.5,51
15984,605,281,32.4,51
15985,606,273,33.3,51
15986,606,272,33.4,51
15987,609,273,33.6,51
15988,614,270,34.4,51
15989,617,271,34.6,51
15990,634,273,36.1,51
15991,625,272,35.3,51
15992,631,271,36.0,51
15993,631,271,36.0,51
15994,634,273,36.1,51
15995,638,273,36.5,51
15996,643,273,37.0,51
15997,646,273,37.3,51
15998,650,274,37.6,51
15999,655,273,38.2,51
16000,656,273,38.3,51
16001,658,273,38.5,51
16002,663,273,39.0,51
16003,669,272,39.7,51
16004,670,273,39.7,51
16005,677,272,40.5,21
16006,679,272,40.7,21
16007,676,273,40.3,21
16008,682,273,40.9,21
16009,681,271,41.0,21
16010,681,270,41.1,21
16011,681,272,40.9,21
16012,676,272,40.4,21
16013,676,273,40.3,21
16014,673,272,40.1,21
16015,671,273,39.8,21
16016,671,272,39.9,21
16017,668,273,39.5,21
16018,666,273,39.3,21
16019,661,271,39.0,21
16020,660,274,38.6,21
16021,657,271,38.6,21
16022,654,275,37.9,21
16023,652,271,38.1,21
16024,652,273,37.9,21
16025,648,273,37.5,21
16026,646,274,37.2,21
16027,645,273,37.2,21
16028,640,273,36.7,21
16029,636,272,36.4,21
16030,632,274,35.8,21
16031,634,270,36.4,21
16032,632,275,35.7,21
16033,629,274,35.5,21
16034,628,272,35.6,21
16035,622,271,35.1,21
16036,615,275,34.0,21
16037,620,273,34.7,21
16038,618,278,34.0,21
16039,614,273,34.1,21
16040,614,271,34.3,21
16041,612,271,34.1,21
16042,608,271,33.7,21
16043,607,274,33.3,21
16044,606,274,33.2,21
16045,604,270,33.4,21
16046,603,273,33.0,21
16047,601,272,32.9,21
16048,597,274,32.3,21
16049,596,273,32.3,21
16050,596,270,32.6,21
16051,593,274,31.9,21
16052,593,273,32.0,21
16053,589,271,31.8,21
16054,588,271,31.7,21
16055,589,270,31.9,21
16056,583,270,31.3,21
16057,584,273,31.1,21
16058,586,273,31.3,21
16059,580,273,30.7,21
16060,580,277,30.3,21
16061,580,271,30.9,21
16062,576,274,30.2,21
16063,580,270,31.0,21
16064,579,270,30.9,21
16065,575,274,30.1,21
16066,578,272,30.6,21
16067,576,272,30.4,21
16068,578,271,30.7,21
16069,576,271,30.5,21
16070,570,273,29.7,21
16071,570,273,29.7,21
16072,572,272,30.0,21
16073,572,273,29.9,21
16074,564,273,29.1,21
16075,563,273,29.0,21
16076,567,274,29.3,21
16077,567,271,29.6,21
16078,566,272,29.4,21
16079,566,274,29.2,21
16080,564,273,29.1,21
16081,563,273,29.0,21
16082,567,275,29.2,21
16083,563,272,29.1,21
16084,559,271,28.8,21
16085,560,272,28.8,21
16086,559,271,28.8,21
16087,557,270,28.7,21
16088,559,272,28.7,21
16089,559,271,28.8,21
16090,558,274,28.4,21
16091,556,275,28.1,21
16092,555,274,28.1,21
16093,552,273,27.9,21
16094,557,273,28.4,21
16095,557,270,28.7,21
16096,555,273,28.2,21
16097,555,275,28.0,21
16098,555,271,28.4,21
16099,555,271,28.4,21
16100,554,271,28.3,21
16101,555,272,28.3,21
16102,555,273,28.2,21
16103,555,271,28.4,21
16104,558,273,28.5,21
16105,555,274,28.1,21
16106,555,272,28.3,21
16107,554,274,28.0,21
16108,553,275,27.8,21
16109,553,273,28.0,21
16110,554,272,28.2,21
16111,537,274,26.3,21
16112,552,272,28.0,21
16113,541,272,26.9,21
16114,551,271,28.0,21
16115,541,272,26.9,21
16116,551,273,27.8,21
16117,551,270,28.1,21
16118,541,270,27.1,21
16119,541,272,26.9,21
16120,551,285,26.6,21
16121,551,273,27.8,21
16122,541,272,26.9,21
16123,551,270,28.1,21
16124,551,273,27.8,21
16125,551,271,28.0,21
16126,541,272,26.9,21
16127,549,271,27.8,21
16128,541,276,26.5,21
16129,541,269,27.2,21
16130,541,272,26.9,21
16131,541,273,26.8,21
16132,552,273,27.9,21
16133,541,274,26.7,21
16134,541,273,26.8,21
16135,541,273,26.8,21
16136,541,272,26.9,21
16137,551,275,27.6,21
16138,541,273,26.8,21
16139,551,274,27.7,21
16140,541,271,27.0,21
16141,541,273,26.8,21
16142,541,273,26.8,21
16143,541,270,27.1,21
16144,541,270,27.1,21
16145,541,273,26.8,21
16146,541,273,26.8,21
16147,541,273,26.8,21
16148,541,272,26.9,21
16149,541,270,27.1,21
16150,541,273,26.8,21
16151,541,271,27.0,21
16152,541,272,26.9,21
16153,541,272,26.9,21
16154,541,273,26.8,21
16155,541,271,27.0,21
16156,541,270,27.1,21
16157,541,272,26.9,21
16158,551,272,27.9,21
16159,541,277,26.4,21
16160,540,272,26.8,21
16161,541,272,26.9,21
16162,541,273,26.8,21
16163,539,273,26.6,21
16164,538,272,26.6,21
16165,541,274,26.7,21
16166,539,273,26.6,21
16167,539,275,26.4,21
16168,541,273,26.8,21
16169,541,272,26.9,21
16170,541,276,26.5,21
16171,541,274,26.7,21
16172,541,273,26.8,21
16173,539,273,26.6,51
16174,540,273,26.7,51
16175,541,271,27.0,51
16176,534,273,26.1,51
16177,551,274,27.7,51
16178,552,273,27.9,51
16179,555,273,28.2,51
16180,557,273,28.4,51
16181,563,272,29.1,51
16182,564,273,29.1,51
16183,568,270,29.8,51
16184,575,273,30.2,51
16185,580,273,30.7,51
16186,584,274,31.0,51
16187,589,274,31.5,51
16188,593,271,32.2,51
16189,595,273,32.2,51
16190,601,273,32.8,51
16191,606,272,33.4,51
16192,609,270,33.9,51
16193,614,274,34.0,51
16194,618,271,34.7,51
16195,623,272,35.1,51
16196,628,271,35.7,51
16197,630,273,35.7,51
16198,635,271,36.4,51
16199,639,265,37.4,51
16200,645,272,37.3,51
16201,645,270,37.5,51
16202,646,275,37.1,51
16203,653,271,38.2,51
16204,658,273,38.5,51
16205,659,272,38.7,51
16206,664,273,39.1,51
16207,669,270,39.9,51
16208,670,271,39.9,51
16209,673,273,40.0,51
16210,676,274,40.2,51
16211,681,274,40.7,51
16212,684,270,41.4,51
16213,685,271,41.4,51
16214,687,295,39.2,51
16215,689,273,41.6,51
16216,687,273,41.4,51
16217,695,272,42.3,51
16218,697,275,42.2,51
16219,697,271,42.6,51
16220,698,271,42.7,51
16221,702,272,43.0,51
16222,706,272,43.4,51
16223,706,272,43.4,51
16224,711,273,43.8,51
16225,711,274,43.7,51
16226,714,271,44.3,51
16227,718,271,44.7,51
16228,715,271,44.4,51
16229,715,272,44.3,51
16230,719,268,45.1,51
16231,722,273,44.9,51
16232,724,273,45.1,51
16233,724,272,45.2,51
16234,722,272,45.0,51
16235,728,274,45.4,51
16236,730,271,45.9,51
16237,728,271,45.7,51
16238,730,271,45.9,51
16239,735,272,46.3,51
16240,736,273,46.3,51
16241,735,272,46.3,51
16242,736,271,46.5,51
16243,736,270,46.6,51
16244,736,270,46.6,51
16245,738,275,46.3,51
16246,736,271,46.5,51
16247,736,259,47.7,51
16248,739,272,46.7,51
16249,739,270,46.9,51
16250,741,271,47.0,51
16251,744,272,47.2,51
16252,757,272,48.5,51
16253,744,270,47.4,51
16254,744,273,47.1,51
16255,744,270,47.4,51
16256,748,271,47.7,51
16257,748,270,47.8,21
16258,746,271,47.5,21
16259,748,273,47.5,21
16260,744,271,47.3,21
16261,740,273,46.7,21
16262,737,272,46.5,21
16263,736,272,46.4,21
16264,736,273,46.3,21
16265,732,271,46.1,21
16266,731,274,45.7,21
16267,722,271,45.1,21
16268,719,271,44.8,21
16269,716,271,44.5,21
16270,712,273,43.9,21
16271,708,270,43.8,21
16272,702,271,43.1,21
16273,699,272,42.7,21
16274,696,271,42.5,21
16275,691,274,41.7,21
16276,687,270,41.7,21
16277,684,273,41.1,21
16278,680,272,40.8,21
16279,675,273,40.2,21
16280,669,273,39.6,21
16281,670,272,39.8,21
16282,665,273,39.2,21
16283,660,273,38.7,21
16284,658,273,38.5,21
16285,657,279,37.8,51
16286,653,271,38.2,51
16287,650,273,37.7,51
16288,649,272,37.7,51
16289,653,273,38.0,51
16290,650,273,37.7,51
16291,648,271,37.7,51
16292,650,270,38.0,51
16293,652,273,37.9,51
16294,640,271,36.9,51
16295,656,274,38.2,51
16296,656,275,38.1,51
16297,660,270,39.0,51
16298,660,272,38.8,51
16299,664,273,39.1,51
16300,664,270,39.4,51
16301,666,273,39.3,51
16302,670,275,39.5,51
16303,673,273,40.0,51
16304,673,270,40.3,51
16305,679,271,40.8,51
16306,682,271,41.1,51
16307,683,271,41.2,51
16308,685,276,40.9,51
16309,687,271,41.6,51
16310,690,271,41.9,51
16311,700,271,42.9,51
16312,695,272,42.3,51
16313,697,274,42.3,51
16314,699,273,42.6,51
16315,701,275,42.6,51
16316,704,275,42.9,51
16317,706,270,43.6,51
16318,707,272,43.5,51
16319,709,271,43.8,51
16320,712,275,43.7,51
16321,702,270,43.2,51
16322,717,270,44.7,51
16323,718,276,44.2,51
16324,718,273,44.5,51
16325,722,273,44.9,51
16326,723,271,45.2,51
16327,724,273,45.1,51
16328,731,272,45.9,51
16329,728,271,45.7,51
16330,728,272,45.6,51
16331,734,273,46.1,51
16332,733,274,45.9,51
16333,737,270,46.7,51
16334,736,272,46.4,51
16335,736,274,46.2,51
16336,736,273,46.3,51
16337,736,273,46.3,51
16338,740,271,46.9,51
16339,740,270,47.0,51
16340,741,272,46.9,51
16341,743,273,47.0,51
16342,744,263,48.1,51
16343,744,273,47.1,51
16344,745,273,47.2,51
16345,748,270,47.8,51
16346,749,273,47.6,51
16347,749,273,47.6,51
16348,749,270,47.9,51
16349,750,274,47.6,51
16350,753,273,48.0,51
16351,753,273,48.0,51
16352,754,270,48.4,51
16353,757,273,48.4,51
16354,754,271,48.3,51
16355,756,274,48.2,51
16356,757,273,48.4,51
16357,757,278,47.9,51
16358,761,272,48.9,51
16359,760,277,48.3,51
16360,761,270,49.1,51
16361,761,274,48.7,51
16362,759,280,47.9,51
16363,761,272,48.9,51
16364,761,271,49.0,51
16365,761,271,49.0,51
16366,761,273,48.8,51
16367,761,273,48.8,51
16368,761,274,48.7,51
16369,763,272,49.1,21
16370,761,273,48.8,21
16371,761,273,48.8,21
16372,761,279,48.2,21
16373,760,272,48.8,21
16374,761,273,48.8,21
16375,751,272,47.9,21
16376,749,271,47.8,21
16377,746,273,47.3,21
16378,740,272,46.8,21
16379,736,270,46.6,21
16380,734,275,45.9,21
16381,731,274,45.7,21
16382,726,273,45.3,21
16383,722,276,44.6,21
16384,715,273,44.2,21
16385,711,273,43.8,21
16386,706,274,43.2,21
16387,702,281,42.1,21
16388,698,271,42.7,21
16389,698,273,42.5,21
16390,689,275,41.4,21
16391,685,273,41.2,21
16392,683,271,41.2,21
16393,681,273,40.8,21
16394,675,273,40.2,21
16395,672,272,40.0,21
16396,666,273,39.3,21
16397,664,271,39.3,21
16398,658,273,38.5,21
16399,658,274,38.4,21
16400,655,271,38.4,21
16401,653,272,38.1,21
16402,648,273,37.5,21
16403,645,270,37.5,21
16404,644,271,37.3,21
16405,640,276,36.4,21
16406,635,271,36.4,21
16407,632,273,35.9,21
16408,632,272,36.0,21
16409,628,270,35.8,21
16410,626,273,35.3,21
16411,622,272,35.0,21
16412,622,271,35.1,21
16413,618,270,34.8,21
16414,615,273,34.2,21
16415,614,272,34.2,21
16416,612,271,34.1,21
16417,613,273,34.0,21
16418,606,272,33.4,21
16419,606,278,32.8,21
16420,606,272,33.4,21
16421,605,271,33.4,21
16422,594,273,32.1,21
16423,599,273,32.6,21
16424,599,273,32.6,21
16425,595,271,32.4,21
16426,596,272,32.4,21
16427,593,273,32.0,21
16428,597,270,32.7,21
16429,591,275,31.6,21
16430,592,272,32.0,21
16431,590,272,31.8,21
16432,588,273,31.5,21
16433,586,270,31.6,21
16434,586,272,31.4,21
16435,586,273,31.3,21
16436,580,284,29.6,21
16437,583,274,30.9,21
16438,580,271,30.9,21
16439,580,276,30.4,21
16440,580,273,30.7,21
16441,583,272,31.1,21
16442,580,278,30.2,21
16443,580,272,30.8,21
16444,577,270,30.7,21
16445,578,271,30.7,21
16446,576,270,30.6,21
16447,572,272,30.0,21
16448,576,271,30.5,21
16449,576,270,30.6,21
16450,572,271,30.1,21
16451,572,273,29.9,21
16452,572,273,29.9,21
16453,570,270,30.0,21
16454,568,270,29.8,21
16455,562,273,28.9,21
16456,568,271,29.7,21
16457,568,270,29.8,21
16458,568,273,29.5,21
16459,568,271,29.7,21
16460,568,270,29.8,21
16461,563,271,29.2,21
16462,566,270,29.6,21
16463,568,272,29.6,21
16464,563,273,29.0,21
16465,563,270,29.3,21
16466,563,272,29.1,21
16467,563,284,27.9,21
16468,567,271,29.6,21
16469,563,273,29.0,21
16470,563,272,29.1,21
16471,559,271,28.8,21
16472,559,275,28.4,21
16473,559,272,28.7,21
16474,559,272,28.7,21
16475,559,276,28.3,21
16476,557,270,28.7,21
16477,557,271,28.6,21
16478,557,273,28.4,21
16479,555,272,28.3,21
16480,555,273,28.2,21
16481,555,273,28.2,51
16482,556,273,28.3,51
16483,555,275,28.0,51
16484,559,272,28.7,51
16485,563,276,28.7,51
16486,568,273,29.5,51
16487,567,270,29.7,51
16488,570,272,29.8,51
16489,573,271,30.2,51
16490,580,273,30.7,51
16491,581,273,30.8,51
16492,586,272,31.4,51
16493,590,273,31.7,51
16494,593,274,31.9,51
16495,594,271,32.3,51
16496,603,270,33.3,51
16497,606,272,33.4,51
16498,607,273,33.4,51
16499,612,266,34.6,51
16500,619,272,34.7,51
16501,623,273,35.0,51
16502,629,273,35.6,51
16503,632,270,36.2,51
16504,633,272,36.1,51
16505,638,272,36.6,51
16506,643,274,36.9,51
16507,648,270,37.8,51
16508,648,274,37.4,51
16509,650,275,37.5,51
16510,658,275,38.3,51
16511,658,273,38.5,51
16512,660,275,38.5,51
16513,664,270,39.4,51
16514,669,273,39.6,51
16515,672,273,39.9,51
16516,673,270,40.3,51
16517,678,270,40.8,51
16518,679,273,40.6,51
16519,680,274,40.6,51
16520,685,273,41.2,51
16521,684,273,41.1,51
16522,689,273,41.6,51
16523,692,271,42.1,51
16524,691,275,41.6,51
16525,697,273,42.4,51
16526,696,269,42.7,51
16527,701,273,42.8,51
16528,702,271,43.1,51
16529,705,270,43.5,51
16530,704,273,43.1,51
16531,707,281,42.6,51
16532,706,273,43.3,51
16533,709,272,43.7,51
16534,709,271,43.8,51
16535,712,273,43.9,51
16536,711,272,43.9,51
16537,713,271,44.2,21
16538,716,275,44.1,21
16539,714,273,44.1,21
16540,714,270,44.4,21
16541,711,274,43.7,21
16542,711,273,43.8,21
16543,710,272,43.8,21
16544,708,273,43.5,21
16545,706,272,43.4,21
16546,702,273,42.9,21
16547,698,272,42.6,21
16548,695,272,42.3,21
16549,695,272,42.3,21
16550,690,272,41.8,21
16551,686,272,41.4,21
16552,684,283,40.1,21
16553,684,270,41.4,21
16554,680,273,40.7,21
16555,672,273,39.9,21
16556,669,271,39.8,21
16557,667,271,39.6,21
16558,661,270,39.1,21
16559,658,270,38.8,21
16560,656,272,38.4,21
16561,652,273,37.9,21
16562,648,270,37.8,21
16563,648,270,37.8,21
16564,643,273,37.0,21
16565,640,270,37.0,21
16566,632,273,35.9,21
16567,632,271,36.1,21
16568,633,273,36.0,21
16569,631,273,35.8,21
16570,627,272,35.5,21
16571,623,277,34.6,21
16572,622,271,35.1,21
16573,622,272,35.0,21
16574,614,271,34.3,21
16575,614,272,34.2,21
16576,610,271,33.9,21
16577,610,273,33.7,21
16578,606,275,33.1,21
16579,606,274,33.2,21
16580,606,275,33.1,21
16581,604,272,33.2,21
16582,603,274,32.9,21
16583,596,274,32.2,21
16584,598,276,32.2,21
16585,595,275,32.0,21
16586,593,273,32.0,21
16587,593,273,32.0,21
16588,593,274,31.9,21
16589,588,270,31.8,21
16590,586,273,31.3,21
16591,589,271,31.8,21
16592,585,273,31.2,21
16593,585,268,31.7,21
16594,582,274,30.8,21
16595,581,274,30.7,21
16596,584,272,31.2,21
16597,580,272,30.8,21
16598,580,272,30.8,21
16599,570,273,29.7,21
16600,579,271,30.8,21
16601,576,270,30.6,21
16602,577,271,30.6,21
16603,575,275,30.0,21
16604,573,275,29.8,21
16605,573,272,30.1,21
16606,572,271,30.1,21
16607,571,270,30.1,21
16608,572,270,30.2,21
16609,568,273,29.5,21
16610,567,272,29.5,21
16611,568,272,29.6,21
16612,569,277,29.2,21
16613,567,274,29.3,21
16614,563,274,28.9,21
16615,559,273,28.6,21
16616,563,270,29.3,21
16617,555,275,28.0,21
16618,561,273,28.8,21
16619,559,272,28.7,21
16620,560,272,28.8,21
16621,559,271,28.8,21
