Time,mVResist,mVAmb,deltaTFinal,dc PWM
241,477,277,20.0,51
242,464,280,18.4,51
243,463,280,18.3,51
244,470,278,19.2,51
245,470,278,19.2,51
246,475,288,18.7,51
247,478,280,19.8,51
248,481,272,20.9,51
249,484,278,20.6,51
250,477,270,20.7,51
251,496,278,21.8,51
252,501,279,22.2,51
253,503,279,22.4,51
254,508,278,23.0,51
255,513,278,23.5,51
256,517,278,23.9,51
257,519,280,23.9,51
258,528,272,25.6,51
259,531,277,25.4,51
260,534,280,25.4,51
261,541,279,26.2,51
262,551,278,27.3,51
263,554,283,27.1,51
264,558,281,27.7,51
265,566,281,28.5,51
266,566,281,28.5,51
267,571,270,30.1,51
268,576,279,29.7,51
269,580,279,30.1,21
270,581,281,30.0,21
271,586,282,30.4,21
272,589,278,31.1,21
273,588,282,30.6,21
274,589,282,30.7,21
275,590,282,30.8,21
276,588,281,30.7,21
277,589,281,30.8,21
278,585,281,30.4,21
279,584,276,30.8,21
280,583,284,29.9,21
281,583,265,31.8,21
282,580,279,30.1,21
283,580,279,30.1,21
284,580,281,29.9,21
285,576,279,29.7,21
286,577,275,30.2,21
287,573,279,29.4,21
288,573,280,29.3,21
289,568,278,29.0,21
290,567,280,28.7,21
291,566,281,28.5,21
292,563,278,28.5,21
293,563,279,28.4,21
294,558,280,27.8,21
295,555,282,27.3,21
296,555,275,28.0,21
297,555,282,27.3,21
298,554,280,27.4,21
299,551,282,26.9,21
300,551,278,27.3,21
301,534,282,25.2,21
302,541,278,26.3,21
303,541,282,25.9,21
304,539,279,26.0,21
305,537,281,25.6,21
306,533,280,25.3,21
307,531,279,25.2,21
308,531,277,25.4,21
309,530,282,24.8,21
310,530,278,25.2,21
311,527,277,25.0,21
312,529,280,24.9,21
313,526,275,25.1,21
314,521,278,24.3,21
315,524,276,24.8,21
316,521,282,23.9,21
317,521,277,24.4,21
318,518,277,24.1,21
319,519,278,24.1,21
320,518,279,23.9,21
321,519,280,23.9,21
322,517,296,22.1,21
323,514,278,23.6,21
324,513,279,23.4,21
325,513,277,23.6,21
326,513,280,23.3,21
327,503,281,22.2,21
328,513,286,22.7,21
329,510,281,22.9,21
330,511,281,23.0,21
331,512,278,23.4,21
332,512,279,23.3,21
333,509,283,22.6,21
334,508,280,22.8,21
335,507,279,22.8,21
336,507,278,22.9,21
337,505,279,22.6,21
338,504,281,22.3,21
339,503,281,22.2,21
340,507,281,22.6,21
341,504,281,22.3,21
342,499,277,22.2,21
343,505,282,22.3,21
344,503,281,22.2,21
345,503,281,22.2,21
346,503,266,23.7,21
347,503,279,22.4,21
348,507,279,22.8,21
349,503,279,22.4,21
350,503,276,22.7,21
351,503,269,23.4,21
352,498,279,21.9,21
353,503,280,22.3,51
354,503,279,22.4,51
355,502,281,22.1,51
356,505,281,22.4,51
357,507,281,22.6,51
358,509,280,22.9,51
359,513,278,23.5,51
360,517,283,23.4,51
361,523,281,24.2,51
362,525,281,24.4,51
363,524,279,24.5,51
364,532,277,25.5,51
365,539,278,26.1,51
366,540,274,26.6,51
367,541,278,26.3,51
368,555,282,27.3,51
369,559,278,28.1,51
370,563,283,28.0,51
371,568,276,29.2,51
372,572,279,29.3,51
373,575,280,29.5,51
374,580,279,30.1,51
375,580,279,30.1,51
376,583,279,30.4,51
377,589,280,30.9,51
378,592,281,31.1,51
379,595,281,31.4,51
380,601,279,32.2,51
381,601,280,32.1,21
382,606,279,32.7,21
383,606,282,32.4,21
384,609,280,32.9,21
385,609,277,33.2,21
386,608,273,33.5,21
387,614,279,33.5,21
388,608,276,33.2,21
389,610,279,33.1,21
390,608,279,32.9,21
391,606,282,32.4,21
392,606,278,32.8,21
393,606,277,32.9,21
394,606,279,32.7,21
395,604,279,32.5,21
396,606,282,32.4,21
397,599,279,32.0,21
398,597,280,31.7,21
399,594,278,31.6,21
400,593,282,31.1,21
401,596,278,31.8,21
402,588,283,30.5,21
403,588,281,30.7,21
404,583,279,30.4,21
405,581,281,30.0,21
406,580,282,29.8,21
407,580,278,30.2,21
408,575,276,29.9,21
409,576,278,29.8,21
410,570,278,29.2,21
411,573,281,29.2,21
412,559,281,27.8,21
413,568,276,29.2,21
414,566,279,28.7,21
415,566,279,28.7,21
416,559,279,28.0,21
417,562,280,28.2,21
418,557,281,27.6,21
419,555,279,27.6,21
420,555,281,27.4,21
421,555,278,27.7,21
422,555,278,27.7,21
423,552,265,28.7,21
424,552,279,27.3,21
425,541,281,26.0,21
426,554,278,27.6,21
427,541,282,25.9,21
428,541,277,26.4,21
429,541,282,25.9,21
430,536,283,25.3,21
431,531,274,25.7,21
432,533,278,25.5,21
433,531,281,25.0,21
434,534,278,25.6,21
435,529,279,25.0,21
436,527,283,24.4,21
437,529,275,25.4,51
438,528,276,25.2,51
439,529,279,25.0,51
440,529,281,24.8,51
441,531,279,25.2,51
442,530,283,24.7,51
443,534,284,25.0,51
444,535,280,25.5,51
445,534,282,25.2,51
446,541,279,26.2,51
447,553,280,27.3,51
448,555,282,27.3,51
449,559,280,27.9,51
450,565,279,28.6,51
451,568,282,28.6,51
452,573,282,29.1,51
453,576,282,29.4,51
454,580,279,30.1,51
455,583,277,30.6,51
456,593,277,31.6,51
457,593,280,31.3,51
458,594,282,31.2,51
459,598,277,32.1,51
460,604,274,33.0,51
461,606,283,32.3,51
462,609,280,32.9,51
463,614,281,33.3,51
464,617,282,33.5,51
465,621,278,34.3,51
466,624,279,34.5,51
467,631,278,35.3,51
468,632,283,34.9,51
469,632,281,35.1,51
470,636,281,35.5,51
471,640,282,35.8,51
472,644,278,36.6,51
473,644,278,36.6,51
474,650,276,37.4,51
475,654,283,37.1,51
476,656,279,37.7,51
477,658,281,37.7,51
478,658,278,38.0,51
479,665,282,38.3,51
480,666,280,38.6,51
481,672,279,39.3,51
482,670,276,39.4,51
483,676,281,39.5,51
484,679,274,40.5,51
485,680,282,39.8,51
486,684,279,40.5,51
487,684,277,40.7,51
488,685,274,41.1,51
489,687,282,40.5,51
490,689,283,40.6,51
491,689,283,40.6,51
492,694,278,41.6,51
493,693,278,41.5,51
494,697,279,41.8,51
495,698,281,41.7,51
496,697,282,41.5,51
497,701,281,42.0,51
498,702,274,42.8,51
499,705,281,42.4,51
500,705,281,42.4,51
501,708,277,43.1,51
502,700,270,43.0,51
503,710,282,42.8,51
504,706,277,42.9,51
505,711,282,42.9,51
506,711,279,43.2,51
507,712,279,43.3,51
508,712,279,43.3,51
509,712,282,43.0,51
510,715,278,43.7,51
511,721,279,44.2,51
512,715,281,43.4,51
513,721,278,44.3,51
514,711,279,43.2,51
515,719,282,43.7,51
516,719,279,44.0,51
517,718,280,43.8,51
518,723,279,44.4,51
519,720,278,44.2,51
520,723,276,44.7,51
521,725,280,44.5,21
522,724,278,44.6,21
523,722,279,44.3,21
524,722,280,44.2,21
525,722,279,44.3,21
526,715,282,43.3,21
527,713,280,43.3,21
528,711,282,42.9,21
529,709,281,42.8,21
530,706,283,42.3,21
531,705,275,43.0,21
532,696,277,41.9,21
533,695,280,41.5,21
534,690,272,41.8,21
535,684,280,40.4,21
536,684,277,40.7,21
537,681,280,40.1,21
538,673,280,39.3,21
539,670,278,39.2,21
540,670,282,38.8,21
541,660,281,37.9,21
542,659,277,38.2,21
543,658,279,37.9,21
544,653,281,37.2,21
545,650,282,36.8,21
546,645,279,36.6,21
547,641,281,36.0,21
548,637,282,35.5,21
549,636,278,35.8,21
550,635,282,35.3,21
551,631,282,34.9,21
552,625,282,34.3,21
553,624,281,34.3,21
554,622,282,34.0,21
555,615,277,33.8,21
556,618,282,33.6,21
557,613,279,33.4,21
558,608,281,32.7,21
559,606,279,32.7,21
560,606,277,32.9,21
561,607,282,32.5,21
562,599,281,31.8,21
563,597,279,31.8,21
564,596,281,31.5,21
565,593,282,31.1,21
566,593,281,31.2,21
567,590,277,31.3,21
568,586,282,30.4,21
569,588,281,30.7,21
570,585,284,30.1,21
571,582,279,30.3,21
572,583,277,30.6,21
573,580,281,29.9,21
574,579,278,30.1,21
575,580,282,29.8,21
576,578,282,29.6,21
577,573,275,29.8,51
578,572,282,29.0,51
579,573,280,29.3,51
580,572,278,29.4,51
581,578,278,30.0,51
582,580,283,29.7,51
583,578,281,29.7,51
584,581,278,30.3,51
585,583,282,30.1,51
586,588,278,31.0,51
587,587,281,30.6,51
588,593,281,31.2,51
589,597,278,31.9,51
590,601,281,32.0,51
591,602,274,32.8,51
592,606,273,33.3,51
593,609,278,33.1,51
594,611,277,33.4,51
595,617,279,33.8,51
596,620,281,33.9,51
597,627,283,34.4,51
598,628,282,34.6,51
599,633,283,35.0,51
600,635,280,35.5,51
601,638,282,35.6,51
602,643,281,36.2,51
603,645,278,36.7,51
604,649,279,37.0,51
605,651,282,36.9,51
606,656,279,37.7,51
607,659,276,38.3,51
608,669,278,39.1,51
609,669,282,38.7,51
610,667,276,39.1,51
611,670,282,38.8,51
612,670,280,39.0,51
613,678,282,39.6,51
614,677,279,39.8,51
615,681,281,40.0,51
616,684,277,40.7,51
617,685,277,40.8,51
618,686,279,40.7,51
619,689,282,40.7,51
620,690,278,41.2,51
621,694,283,41.1,51
622,697,282,41.5,51
623,696,279,41.7,51
624,698,284,41.4,51
625,700,278,42.2,51
626,700,281,41.9,51
627,702,281,42.1,51
628,706,283,42.3,51
629,708,277,43.1,51
630,710,282,42.8,51
631,710,277,43.3,51
632,714,278,43.6,51
633,712,282,43.0,51
634,712,278,43.4,51
635,717,277,44.0,51
636,715,281,43.4,51
637,719,282,43.7,51
638,723,279,44.4,51
639,720,283,43.7,51
640,721,282,43.9,51
641,722,278,44.4,51
642,724,283,44.1,51
643,724,279,44.5,51
644,727,283,44.4,51
645,728,281,44.7,51
646,725,279,44.6,51
647,727,282,44.5,51
648,730,279,45.1,51
649,733,283,45.0,51
650,733,279,45.4,51
651,728,282,44.6,51
652,733,280,45.3,51
653,734,279,45.5,51
654,735,279,45.6,51
655,736,280,45.6,51
656,736,279,45.7,51
657,736,279,45.7,51
658,736,277,45.9,51
659,736,281,45.5,51
660,737,282,45.5,51
661,738,279,45.9,21
662,740,282,45.8,21
663,738,274,46.4,21
664,738,283,45.5,21
665,746,281,46.5,21
666,734,282,45.2,21
667,732,282,45.0,21
668,730,281,44.9,21
669,725,282,44.3,21
670,721,279,44.2,21
671,717,269,44.8,21
672,714,281,43.3,21
673,710,277,43.3,21
674,707,282,42.5,21
675,702,283,41.9,21
676,698,281,41.7,21
677,692,281,41.1,21
678,685,279,40.6,21
679,686,278,40.8,21
680,684,292,39.2,21
681,682,282,40.0,21
682,678,274,40.4,21
683,675,280,39.5,21
684,665,282,38.3,21
685,662,277,38.5,21
686,662,282,38.0,21
687,658,277,38.1,21
688,658,282,37.6,21
689,652,282,37.0,21
690,650,279,37.1,21
691,644,282,36.2,21
692,643,277,36.6,21
693,635,278,35.7,21
694,635,279,35.6,21
695,633,279,35.4,21
696,630,274,35.6,21
697,628,280,34.8,21
698,625,275,35.0,21
699,622,279,34.3,21
700,620,280,34.0,21
701,618,283,33.5,21
702,612,279,33.3,21
703,610,281,32.9,21
704,607,279,32.8,21
705,606,279,32.7,21
706,606,279,32.7,21
707,606,281,32.5,21
708,604,274,33.0,21
709,602,282,32.0,21
710,597,281,31.6,21
711,596,281,31.5,21
712,595,276,31.9,21
713,593,280,31.3,21
714,593,283,31.0,21
715,593,278,31.5,21
716,591,275,31.6,21
717,590,281,30.9,21
718,589,280,30.9,21
719,591,280,31.1,21
720,584,278,30.6,21
721,584,278,30.6,21
722,580,279,30.1,21
723,582,282,30.0,21
724,580,282,29.8,21
725,579,281,29.8,21
726,579,269,31.0,21
727,580,282,29.8,21
728,575,280,29.5,21
729,580,279,30.1,21
730,575,282,29.3,21
731,578,282,29.6,21
732,571,273,29.8,21
733,571,287,28.4,21
734,572,279,29.3,21
735,568,280,28.8,21
736,568,278,29.0,21
737,569,278,29.1,21
738,569,282,28.7,21
739,567,281,28.6,21
740,568,276,29.2,21
741,565,278,28.7,21
742,563,277,28.6,21
743,563,279,28.4,21
744,564,280,28.4,21
745,562,279,28.3,21
746,561,281,28.0,21
747,563,279,28.4,21
748,562,272,29.0,21
749,555,281,27.4,21
750,559,280,27.9,21
751,559,281,27.8,21
752,559,278,28.1,21
753,558,283,27.5,21
754,558,280,27.8,21
755,556,281,27.5,21
756,557,282,27.5,21
757,555,282,27.3,21
758,555,278,27.7,21
759,555,277,27.8,21
760,553,278,27.5,21
761,555,282,27.3,21
762,555,282,27.3,21
763,554,281,27.3,21
764,555,279,27.6,21
765,553,280,27.3,21
766,552,276,27.6,21
767,554,281,27.3,21
768,552,275,27.7,21
769,552,281,27.1,21
770,553,281,27.2,21
771,541,282,25.9,21
772,541,280,26.1,21
773,551,280,27.1,51
774,554,282,27.2,51
775,553,281,27.2,51
776,557,278,27.9,51
777,555,280,27.5,51
778,557,282,27.5,51
779,559,279,28.0,51
780,567,279,28.8,51
781,568,280,28.8,51
782,570,277,29.3,51
783,579,280,29.9,51
784,578,281,29.7,51
785,584,279,30.5,51
786,589,282,30.7,51
787,593,282,31.1,51
788,593,279,31.4,51
789,598,282,31.6,51
790,604,273,33.1,51
791,606,283,32.3,51
792,611,279,33.2,51
793,615,282,33.3,51
794,619,277,34.2,51
795,623,283,34.0,51
796,627,282,34.5,51
797,633,276,35.7,51
798,639,282,35.7,51
799,638,283,35.5,51
800,645,270,37.5,51
801,647,282,36.5,21
802,648,279,36.9,21
803,650,279,37.1,21
804,649,283,36.6,21
805,654,282,37.2,21
806,656,281,37.5,21
807,653,278,37.5,21
808,653,282,37.1,21
809,652,280,37.2,21
810,651,279,37.2,21
811,648,282,36.6,21
812,647,278,36.9,21
813,645,282,36.3,21
814,645,278,36.7,21
815,643,279,36.4,21
816,641,278,36.3,21
817,639,289,35.0,21
818,635,275,36.0,21
819,632,282,35.0,21
820,631,276,35.5,21
821,630,277,35.3,21
822,627,281,34.6,21
823,625,282,34.3,21
824,624,282,34.2,21
825,619,282,33.7,21
826,617,283,33.4,21
827,614,279,33.5,21
828,613,281,33.2,21
829,610,278,33.2,21
830,608,274,33.4,21
831,607,283,32.4,21
832,618,282,33.6,21
833,604,277,32.7,21
834,604,283,32.1,21
835,605,283,32.2,21
836,598,282,31.6,21
837,597,273,32.4,21
838,592,281,31.1,21
839,593,283,31.0,21
840,593,283,31.0,21
841,589,281,30.8,21
842,591,282,30.9,21
843,589,282,30.7,21
844,583,279,30.4,21
845,584,301,28.3,21
846,581,277,30.4,21
847,580,277,30.3,21
848,580,282,29.8,21
849,580,282,29.8,21
850,577,279,29.8,21
851,573,279,29.4,21
852,575,281,29.4,21
853,573,281,29.2,21
854,573,283,29.0,21
855,573,279,29.4,21
856,572,281,29.1,21
857,568,282,28.6,21
858,567,282,28.5,21
859,567,283,28.4,21
860,560,280,28.0,21
861,572,277,29.5,21
862,564,279,28.5,21
863,563,287,27.6,21
864,565,279,28.6,21
865,560,276,28.4,21
866,557,280,27.7,21
867,558,282,27.6,21
868,557,278,27.9,21
869,558,285,27.3,21
870,555,278,27.7,21
871,557,278,27.9,21
872,556,279,27.7,21
873,555,281,27.4,21
874,555,279,27.6,21
875,555,282,27.3,21
876,555,277,27.8,21
877,555,279,27.6,21
878,554,278,27.6,21
879,555,279,27.6,21
880,555,280,27.5,21
881,554,281,27.3,21
882,553,279,27.4,21
883,555,278,27.7,21
884,553,281,27.2,21
885,541,281,26.0,21
886,541,277,26.4,21
887,553,282,27.1,21
888,551,281,27.0,21
889,541,279,26.2,21
890,541,281,26.0,21
891,541,279,26.2,21
892,541,277,26.4,21
893,541,282,25.9,21
894,556,278,27.8,21
895,541,282,25.9,21
896,541,278,26.3,21
897,541,278,26.3,21
898,541,283,25.8,21
899,541,276,26.5,21
900,541,280,26.1,21
901,541,281,26.0,21
902,541,284,25.7,21
903,541,280,26.1,21
904,538,283,25.5,21
905,540,279,26.1,21
906,539,275,26.4,21
907,537,276,26.1,21
908,539,282,25.7,21
909,539,282,25.7,21
910,539,281,25.8,21
911,540,281,25.9,21
912,540,279,26.1,21
913,541,277,26.4,21
914,541,279,26.2,21
915,537,281,25.6,21
916,540,279,26.1,21
917,538,282,25.6,21
918,538,277,26.1,21
919,538,279,25.9,21
920,536,281,25.5,21
921,538,282,25.6,21
922,536,268,26.8,21
923,534,277,25.7,21
924,537,283,25.4,21
925,533,282,25.1,21
926,534,278,25.6,21
927,538,277,26.1,21
928,531,279,25.2,21
929,537,282,25.5,21
930,535,280,25.5,21
931,532,279,25.3,21
932,534,281,25.3,21
933,537,281,25.6,21
934,537,281,25.6,21
935,534,282,25.2,21
936,533,276,25.7,21
937,538,283,25.5,21
938,534,283,25.1,21
939,531,277,25.4,21
940,534,282,25.2,21
941,537,277,26.0,51
942,534,278,25.6,51
943,538,278,26.0,51
944,541,278,26.3,51
945,541,279,26.2,51
946,541,285,25.6,51
947,555,279,27.6,51
948,537,270,26.7,51
949,555,274,28.1,51
950,560,279,28.1,51
951,567,282,28.5,51
952,571,279,29.2,51
953,575,281,29.4,51
954,579,279,30.0,51
955,594,281,31.3,51
956,589,289,30.0,51
957,597,278,31.9,51
958,594,279,31.5,51
959,602,281,32.1,51
960,606,276,33.0,51
961,608,277,33.1,51
962,610,281,32.9,51
963,618,278,34.0,51
964,621,275,34.6,51
965,628,279,34.9,51
966,631,281,35.0,51
967,633,282,35.1,51
968,633,279,35.4,51
969,640,280,36.0,21
970,645,280,36.5,21
971,645,276,36.9,21
972,646,282,36.4,21
973,650,282,36.8,21
974,648,281,36.7,21
975,649,278,37.1,21
976,645,278,36.7,21
977,646,279,36.7,21
978,647,282,36.5,21
979,645,277,36.8,21
980,642,262,38.0,21
981,640,283,35.7,21
982,640,278,36.2,21
983,638,281,35.7,21
984,636,280,35.6,21
985,632,281,35.1,21
986,632,283,34.9,21
987,628,282,34.6,21
988,630,280,35.0,21
989,624,281,34.3,21
990,623,281,34.2,21
991,622,297,32.5,21
992,618,279,33.9,21
993,617,282,33.5,21
994,611,278,33.3,21
995,610,289,32.1,21
996,608,279,32.9,21
997,606,282,32.4,51
998,606,278,32.8,51
999,597,282,31.5,51
1000,607,280,32.7,51
1001,606,277,32.9,51
1002,618,282,33.6,51
1003,607,274,33.3,51
1004,608,283,32.5,51
1005,611,281,33.0,51
1006,614,279,33.5,51
1007,614,279,33.5,51
1008,618,280,33.8,51
1009,622,278,34.4,51
1010,627,282,34.5,51
1011,628,279,34.9,51
1012,629,273,35.6,51
1013,632,277,35.5,51
1014,639,281,35.8,51
1015,638,278,36.0,51
1016,644,281,36.3,51
1017,645,279,36.6,51
1018,650,281,36.9,51
1019,652,282,37.0,51
1020,658,282,37.6,51
1021,653,278,37.5,51
1022,663,276,38.7,51
1023,663,281,38.2,51
1024,670,285,38.5,51
1025,664,279,38.5,51
1026,676,278,39.8,51
1027,675,281,39.4,51
1028,681,289,39.2,51
1029,684,281,40.3,51
1030,690,279,41.1,51
1031,689,280,40.9,51
1032,688,276,41.2,51
1033,688,278,41.0,51
1034,692,276,41.6,51
1035,693,277,41.6,51
1036,695,282,41.3,51
1037,702,279,42.3,51
1038,702,279,42.3,51
1039,705,276,42.9,51
1040,702,277,42.5,51
1041,708,277,43.1,51
1042,706,281,42.5,51
1043,710,279,43.1,51
1044,707,279,42.8,51
1045,711,281,43.0,51
1046,711,296,41.5,51
1047,718,279,43.9,51
1048,717,279,43.8,51
1049,719,280,43.9,51
1050,721,281,44.0,51
1051,722,281,44.1,51
1052,723,279,44.4,51
1053,725,279,44.6,21
1054,727,275,45.2,21
1055,731,281,45.0,21
1056,724,280,44.4,21
1057,724,278,44.6,21
1058,723,281,44.2,21
1059,721,276,44.5,21
1060,718,282,43.6,21
1061,712,281,43.1,21
1062,711,282,42.9,21
1063,709,281,42.8,21
1064,710,280,43.0,21
1065,702,280,42.2,21
1066,697,278,41.9,21
1067,694,280,41.4,21
1068,689,282,40.7,21
1069,689,280,40.9,21
1070,684,279,40.5,21
1071,681,279,40.2,21
1072,671,271,40.0,21
1073,672,279,39.3,21
1074,669,276,39.3,21
1075,658,282,37.6,21
1076,660,283,37.7,21
1077,658,281,37.7,21
1078,658,282,37.6,21
1079,653,281,37.2,21
1080,650,280,37.0,21
1081,647,281,36.6,51
1082,644,280,36.4,51
1083,641,277,36.4,51
1084,641,277,36.4,51
1085,641,279,36.2,51
1086,641,276,36.5,51
1087,638,278,36.0,51
1088,645,279,36.6,51
1089,645,278,36.7,51
1090,645,279,36.6,51
1091,645,277,36.8,51
1092,650,280,37.0,51
1093,649,279,37.0,51
1094,652,279,37.3,51
1095,664,277,38.7,51
1096,667,282,38.5,51
1097,661,280,38.1,51
1098,662,278,38.4,51
1099,669,279,39.0,51
1100,670,278,39.2,51
1101,676,274,40.2,51
1102,673,278,39.5,51
1103,682,283,39.9,51
1104,681,286,39.5,51
1105,681,277,40.4,51
1106,684,280,40.4,51
1107,687,281,40.6,51
1108,689,280,40.9,51
1109,691,286,40.5,51
1110,694,283,41.1,51
1111,693,279,41.4,51
1112,698,277,42.1,51
1113,698,280,41.8,51
1114,706,279,42.7,51
1115,706,278,42.8,51
1116,709,279,43.0,51
1117,709,282,42.7,51
1118,711,277,43.4,51
1119,713,281,43.2,51
1120,712,281,43.1,51
1121,719,273,44.6,51
1122,715,282,43.3,51
1123,720,279,44.1,51
1124,722,278,44.4,51
1125,723,279,44.4,51
1126,723,281,44.2,51
1127,728,280,44.8,51
1128,725,279,44.6,51
1129,731,278,45.3,51
1130,728,282,44.6,51
1131,736,277,45.9,51
1132,735,278,45.7,51
1133,736,276,46.0,51
1134,734,278,45.6,51
1135,737,280,45.7,51
1136,738,275,46.3,51
1137,738,279,45.9,21
1138,741,280,46.1,21
1139,740,284,45.6,21
1140,736,276,46.0,21
1141,736,277,45.9,21
1142,736,282,45.4,21
1143,732,279,45.3,21
1144,730,277,45.3,21
1145,720,282,43.8,21
1146,724,279,44.5,21
1147,718,281,43.7,21
1148,709,275,43.4,21
1149,714,279,43.5,21
1150,710,276,43.4,21
1151,701,281,42.0,21
1152,698,281,41.7,21
1153,697,280,41.7,21
1154,692,278,41.4,21
1155,688,282,40.6,21
1156,684,279,40.5,21
1157,677,279,39.8,21
1158,675,278,39.7,21
1159,669,278,39.1,21
1160,665,280,38.5,21
1161,665,281,38.4,21
1162,658,277,38.1,21
1163,656,278,37.8,21
1164,652,275,37.7,21
1165,649,282,36.7,51
1166,646,282,36.4,51
1167,642,277,36.5,51
1168,639,279,36.0,51
1169,641,281,36.0,51
1170,632,278,35.4,51
1171,643,268,37.5,51
1172,642,283,35.9,51
1173,648,279,36.9,51
1174,647,279,36.8,51
1175,649,277,37.2,51
1176,655,278,37.7,51
1177,656,277,37.9,51
1178,648,283,36.5,51
1179,656,278,37.8,51
1180,669,278,39.1,51
1181,660,276,38.4,51
1182,669,280,38.9,51
1183,669,281,38.8,51
1184,671,280,39.1,51
1185,675,283,39.2,51
1186,677,281,39.6,51
1187,681,273,40.8,51
1188,682,280,40.2,51
1189,684,278,40.6,51
1190,685,279,40.6,51
1191,688,279,40.9,51
1192,691,282,40.9,51
1193,694,277,41.7,21
1194,697,270,42.7,21
1195,696,282,41.4,21
1196,695,281,41.4,21
1197,694,279,41.5,21
1198,693,283,41.0,21
1199,690,283,40.7,21
1200,689,280,40.9,21
1201,687,278,40.9,21
1202,685,279,40.6,21
1203,685,282,40.3,21
1204,684,282,40.2,21
1205,681,279,40.2,21
1206,677,278,39.9,21
1207,673,283,39.0,21
1208,669,269,40.0,21
1209,667,278,38.9,21
1210,661,283,37.8,21
1211,660,282,37.8,21
1212,658,282,37.6,21
1213,652,281,37.1,21
1214,652,278,37.4,21
1215,649,275,37.4,21
1216,645,282,36.3,21
1217,643,279,36.4,21
1218,644,279,36.5,21
1219,641,280,36.1,21
1220,637,281,35.6,21
1221,631,282,34.9,51
1222,633,274,35.9,51
1223,632,280,35.2,51
1224,632,289,34.3,51
1225,632,282,35.0,51
1226,631,281,35.0,51
1227,631,278,35.3,51
1228,637,278,35.9,51
1229,643,270,37.3,51
1230,638,282,35.6,51
1231,637,277,36.0,51
1232,643,277,36.6,51
1233,640,279,36.1,51
1234,645,274,37.1,51
1235,650,281,36.9,51
1236,648,279,36.9,51
1237,649,282,36.7,51
1238,655,277,37.8,51
1239,659,278,38.1,51
1240,659,279,38.0,51
1241,665,279,38.6,51
1242,664,282,38.2,51
1243,669,277,39.2,51
1244,673,278,39.5,51
1245,676,277,39.9,51
1246,680,277,40.3,51
1247,673,279,39.4,51
1248,684,278,40.6,51
1249,684,278,40.6,51
1250,686,282,40.4,51
1251,690,281,40.9,51
1252,693,292,40.1,51
1253,693,279,41.4,51
1254,701,279,42.2,51
1255,699,279,42.0,51
1256,704,273,43.1,51
1257,706,281,42.5,51
1258,709,279,43.0,51
1259,711,282,42.9,51
1260,707,281,42.6,51
1261,712,281,43.1,51
1262,710,282,42.8,51
1263,715,282,43.3,51
1264,722,278,44.4,51
1265,720,275,44.5,51
1266,720,279,44.1,51
1267,723,279,44.4,51
1268,728,281,44.7,51
1269,727,279,44.8,51
1270,730,275,45.5,51
1271,732,285,44.7,51
1272,732,280,45.2,51
1273,732,279,45.3,51
1274,733,278,45.5,51
1275,733,280,45.3,51
1276,736,282,45.4,51
1277,737,278,45.9,51
1278,737,282,45.5,51
1279,740,277,46.3,51
1280,738,282,45.6,51
1281,747,282,46.5,51
1282,753,282,47.1,51
1283,744,282,46.2,51
1284,749,280,46.9,51
1285,749,281,46.8,51
1286,750,280,47.0,51
1287,749,278,47.1,51
1288,749,278,47.1,51
1289,750,279,47.1,51
1290,751,283,46.8,51
1291,753,281,47.2,51
1292,756,282,47.4,51
1293,753,282,47.1,51
1294,756,281,47.5,51
1295,756,282,47.4,51
1296,757,279,47.8,51
1297,760,282,47.8,51
1298,758,279,47.9,51
1299,761,279,48.2,51
1300,761,273,48.8,51
1301,761,281,48.0,51
1302,770,281,48.9,51
1303,763,283,48.0,51
1304,764,282,48.2,51
1305,763,281,48.2,51
1306,762,281,48.1,51
1307,762,278,48.4,51
1308,764,281,48.3,51
1309,764,282,48.2,51
1310,763,277,48.6,51
1311,765,280,48.5,51
1312,767,279,48.8,51
1313,771,276,49.5,51
1314,769,283,48.6,51
1315,767,283,48.4,51
1316,769,277,49.2,51
1317,770,279,49.1,51
1318,772,282,49.0,51
1319,772,283,48.9,51
1320,770,279,49.1,51
1321,771,280,49.1,51
1322,774,280,49.4,51
1323,773,282,49.1,51
1324,774,280,49.4,51
1325,776,279,49.7,51
1326,774,281,49.3,51
1327,774,277,49.7,51
1328,776,279,49.7,51
1329,776,282,49.4,51
1330,772,281,49.1,51
1331,776,278,49.8,51
1332,777,282,49.5,51
1333,778,273,50.5,51
1334,776,282,49.4,51
1335,779,270,50.9,51
1336,776,283,49.3,51
1337,778,286,49.2,51
1338,780,282,49.8,51
1339,782,278,50.4,51
1340,780,281,49.9,51
1341,782,281,50.1,51
1342,782,280,50.2,51
1343,780,283,49.7,51
1344,782,281,50.1,51
1345,778,282,49.6,51
1346,780,282,49.8,51
1347,780,283,49.7,51
1348,781,281,50.0,51
1349,785,275,51.0,51
1350,782,282,50.0,51
1351,775,278,49.7,51
1352,782,281,50.1,51
1353,782,278,50.4,51
1354,780,260,52.0,51
1355,782,281,50.1,51
1356,782,279,50.3,51
1357,776,281,49.5,51
1358,779,277,50.2,51
1359,782,281,50.1,51
1360,782,283,49.9,51
1361,777,279,49.8,51
1362,780,280,50.0,51
1363,783,281,50.2,51
1364,782,279,50.3,51
1365,780,282,49.8,51
1366,782,282,50.0,51
1367,780,279,50.1,51
1368,782,281,50.1,51
1369,777,280,49.7,51
1370,779,279,50.0,51
1371,776,282,49.4,51
1372,776,280,49.6,51
1373,777,280,49.7,51
